n,lam,beta,<H1>,<-err,\int_0^{beta} \dtau <H1(tau)H1>,<--std,\int_0^{beta} \dtau tau <H1(tau)H1>,<--std,\int_0^{beta/2} \dtau tau <H1(tau)H1>,<--std,rng,Tsteps,steps,stepsPerMeasurement,<sign>,<--std,<q>,qmax,time (s)
2,-1.1080402010050252,15.0,1.57946,0.00304623568,41.4219667,0.101553204,310.662951,0.761738734,75.365266,0.194488062,2161158202,20000000,1000000,10,1,0,1.67666,10,28.66
2,-1.0929648241206031,15.0,1.50452,0.00318339669,38.7836626,0.105141006,290.876196,0.788552421,70.2251106,0.201377196,2161158202,20000000,1000000,10,1,0,1.76606,10,28.3
2,-1.0778894472361809,15.0,1.42564,0.0031892077,36.0800823,0.10215372,270.600646,0.765711896,64.9860426,0.194819916,2161158202,20000000,1000000,10,1,0,1.82392,10,29.39
2,-1.0628140703517588,15.0,1.33382,0.00305078014,32.9709248,0.0950902242,247.279265,0.712854263,58.9877075,0.18062759,2161158202,20000000,1000000,10,1,0,1.90446,10,29.29
2,-1.0477386934673367,15.0,1.23328,0.00318709849,29.7092555,0.0922244721,222.821733,0.691908717,52.7489588,0.173173987,2161158202,20000000,1000000,10,1,0,1.94012,10,29.26
2,-1.0326633165829147,15.0,1.128,0.00312111606,26.4240174,0.0848879977,198.178694,0.636866113,46.5186923,0.157573334,2161158202,20000000,1000000,10,1,0,1.95806,10,29.56
2,-1.0175879396984926,15.0,1.01884,0.00335075032,23.1171981,0.0812176032,173.379698,0.60913742,40.2735235,0.147791251,2161158202,20000000,1000000,10,1,0,1.94486,10,28.76
2,-1.0025125628140703,15.0,0.90106,0.00317063358,19.7405955,0.0733052031,148.056846,0.549630577,34.0001884,0.131899589,2161158202,20000000,1000000,10,1,0,1.9215,10,28.35
2,-0.9874371859296482,15.0,0.7896,0.0035169355,16.5869975,0.0713718035,124.407086,0.535443416,28.1753515,0.123941319,2161158202,20000000,1000000,10,1,0,1.8758,10,28.14
2,-0.9723618090452262,15.0,0.67606,0.0033938146,13.5972459,0.0662034248,101.978472,0.496783037,22.752374,0.113180878,2161158202,20000000,1000000,10,1,0,1.82516,10,28.27
2,-0.957286432160804,15.0,0.57972,0.0033629935,11.0991363,0.0618982559,83.2444069,0.464072306,18.2323231,0.103868964,2161158202,20000000,1000000,10,1,0,1.7217,10,27.86
2,-0.9422110552763819,15.0,0.50074,0.00322611856,9.13612337,0.0548370043,68.5206294,0.411279323,14.7337823,0.089752334,2161158202,20000000,1000000,10,1,0,1.62876,10,29.06
2,-0.9271356783919599,15.0,0.42148,0.003310328,7.27183471,0.054313363,54.5396412,0.407417968,11.4702765,0.0868246508,2161158202,20000000,1000000,10,1,0,1.52058,10,28.78
2,-0.9120603015075377,15.0,0.35864,0.00307741507,5.81824794,0.0479797513,43.6351723,0.359642635,8.94179737,0.075899045,2161158202,20000000,1000000,10,1,0,1.43726,10,26.46
2,-0.8969849246231156,15.0,0.30736,0.00304308446,4.70471312,0.0453473959,35.2841105,0.339926076,7.05028335,0.0709938917,2161158202,20000000,1000000,10,1,0,1.34442,10,25.84
2,-0.8819095477386935,15.0,0.25764,0.00311546885,3.69702116,0.0434091058,27.7270238,0.325690308,5.37263216,0.0652377762,2161158202,20000000,1000000,10,1,0,1.26284,12,28.09
2,-0.8668341708542714,15.0,0.22176,0.00259680248,2.99218513,0.0337930405,22.4410944,0.253534295,4.21867069,0.0493713203,2161158202,20000000,1000000,10,1,0,1.17828,10,26.74
2,-0.8517587939698493,15.0,0.19136,0.00263079569,2.42303877,0.0326354874,18.1745957,0.244791602,3.30861425,0.0467152048,2161158202,20000000,1000000,10,1,0,1.12532,10,25.93
2,-0.8366834170854272,15.0,0.16396,0.00235479379,1.95370015,0.0284596185,14.6503506,0.213207192,2.57877211,0.040377074,2161158202,20000000,1000000,10,1,0,1.04334,8,25.28
2,-0.8216080402010051,15.0,0.144,0.00218446505,1.60748631,0.024039629,12.0547946,0.180246967,2.04419573,0.0322530831,2161158202,20000000,1000000,10,1,0,0.97726,10,24.68
2,-0.8065326633165829,15.0,0.12752,0.00213617682,1.34432523,0.0228048821,10.0830349,0.171039178,1.65685013,0.030221634,2161158202,20000000,1000000,10,1,0,0.93396,10,24.28
2,-0.7914572864321608,15.0,0.1111,0.00204712552,1.10575542,0.0207128612,8.29394718,0.155401353,1.3059588,0.0265372381,2161158202,20000000,1000000,10,1,0,0.88126,10,23.73
2,-0.7763819095477387,15.0,0.10004,0.00189609449,0.941018612,0.0183617799,7.05822045,0.137880936,1.07319752,0.0226749913,2161158202,20000000,1000000,10,1,0,0.8532,10,23.33
2,-0.7613065326633166,15.0,0.08824,0.00177001169,0.783622401,0.0159608291,5.87755054,0.119831535,0.861492534,0.0192214091,2161158202,20000000,1000000,10,1,0,0.80178,10,22.65
2,-0.7462311557788945,15.0,0.07938,0.00166455561,0.674250876,0.0141276342,5.05666098,0.106003611,0.713844056,0.0165058922,2161158202,20000000,1000000,10,1,0,0.77256,10,22.46
2,-0.7311557788944724,15.0,0.0714,0.00150906232,0.57539043,0.0121395331,4.31412212,0.0909790179,0.581957708,0.0136235937,2161158202,20000000,1000000,10,1,0,0.72982,10,22.14
2,-0.7160804020100503,15.0,0.06394,0.00138693908,0.492527429,0.0106741219,3.69543252,0.0801622082,0.482841312,0.0118889946,2161158202,20000000,1000000,10,1,0,0.70236,10,21.53
2,-0.7010050251256281,15.0,0.05532,0.00130752779,0.411674797,0.00955398894,3.08752871,0.0716372238,0.38723288,0.010179095,2161158202,20000000,1000000,10,1,0,0.66582,10,21.66
2,-0.6859296482412061,15.0,0.0528,0.0012955903,0.373904581,0.00934913394,2.80459267,0.0701139103,0.340314015,0.00973483395,2161158202,20000000,1000000,10,1,0,0.64284,8,21.18
2,-0.670854271356784,15.0,0.04824,0.00129115371,0.330040248,0.00881313415,2.47562429,0.0660596819,0.291282677,0.00902371877,2161158202,20000000,1000000,10,1,0,0.63284,8,21.01
2,-0.6557788944723618,15.0,0.04512,0.00117535878,0.296589941,0.00774428511,2.22459232,0.057998714,0.252597147,0.00772336631,2161158202,20000000,1000000,10,1,0,0.6122,8,20.82
2,-0.6407035175879398,15.0,0.04008,0.00109763089,0.254642879,0.00670006067,1.90980447,0.0502668726,0.211088998,0.00656717971,2161158202,20000000,1000000,10,1,0,0.5941,8,20.84
2,-0.6256281407035176,15.0,0.03614,0.000986251677,0.222119371,0.005587716,1.66584097,0.0419319851,0.1738035,0.0051164416,2161158202,20000000,1000000,10,1,0,0.56802,8,20.43
2,-0.6105527638190955,15.0,0.03468,0.00096004016,0.203391773,0.00547608801,1.52481746,0.0410532678,0.155106517,0.00497937797,2161158202,20000000,1000000,10,1,0,0.55664,8,20.31
2,-0.5954773869346734,15.0,0.03264,0.000983049922,0.188027305,0.00533521021,1.40947205,0.0399628266,0.13831562,0.0046399734,2161158202,20000000,1000000,10,1,0,0.5446,8,19.92
2,-0.5804020100502513,15.0,0.02928,0.000960424939,0.164636318,0.0050063944,1.23437832,0.0374955904,0.119038741,0.00437990283,2161158202,20000000,1000000,10,1,0,0.53226,8,20.02
2,-0.5653266331658292,15.0,0.02606,0.000863299917,0.143132399,0.00444264416,1.07310419,0.0332920298,0.099889047,0.0039134594,2161158202,20000000,1000000,10,1,0,0.51572,8,19.9
2,-0.550251256281407,15.0,0.02364,0.000840611749,0.130054867,0.00401617848,0.975347211,0.0301264154,0.086624218,0.0033259524,2161158202,20000000,1000000,10,1,0,0.50464,8,19.54
2,-0.535175879396985,15.0,0.02292,0.000802790315,0.119619571,0.00389429596,0.897276408,0.0292333124,0.0784059826,0.0032885463,2161158202,20000000,1000000,10,1,0,0.4915,8,19.71
2,-0.5201005025125629,15.0,0.02326,0.000872314928,0.116031811,0.00401153448,0.869869124,0.0300404213,0.0731217993,0.00326959696,2161158202,20000000,1000000,10,1,0,0.48664,8,19.69
2,-0.5050251256281407,15.0,0.02102,0.000831265547,0.103731383,0.00378264776,0.777924063,0.0283867015,0.0642352241,0.00309609327,2161158202,20000000,1000000,10,1,0,0.4813,8,19.54
2,-0.48994974874371855,15.0,0.0187,0.000773584989,0.0922764914,0.00331538749,0.691599762,0.0247727781,0.0533803883,0.00260031181,2161158202,20000000,1000000,10,1,0,0.46524,8,19.36
2,-0.4748743718592965,15.0,0.01714,0.000736649312,0.0833424469,0.00304793983,0.625051663,0.0228111061,0.0463554877,0.0022904518,2161158202,20000000,1000000,10,1,0,0.45344,8,19.01
2,-0.4597989949748744,15.0,0.01728,0.000718101021,0.0820436808,0.00308986492,0.614736414,0.0231625305,0.0454206419,0.00224689285,2161158202,20000000,1000000,10,1,0,0.44882,8,18.97
2,-0.44472361809045236,15.0,0.01506,0.000715565325,0.0709464905,0.00280035863,0.532195103,0.021007043,0.0370545028,0.0020046648,2161158202,20000000,1000000,10,1,0,0.4395,6,19.05
2,-0.4296482412060303,15.0,0.01486,0.000774805067,0.0699675053,0.00278584589,0.524660628,0.020897367,0.0367554962,0.00201745083,2161158202,20000000,1000000,10,1,0,0.43258,8,18.75
2,-0.414572864321608,15.0,0.01374,0.000692218365,0.0630061162,0.00258416687,0.471969741,0.0193635998,0.0322467008,0.00183887003,2161158202,20000000,1000000,10,1,0,0.42634,8,18.85
2,-0.39949748743718594,15.0,0.01408,0.000678273262,0.0611574031,0.00248052489,0.458768636,0.0186381935,0.0301825794,0.001717832,2161158202,20000000,1000000,10,1,0,0.41782,6,18.59
2,-0.3844221105527639,15.0,0.01212,0.000634691843,0.0553536613,0.00207847184,0.41487746,0.0155577363,0.0257405107,0.00142704722,2161158202,20000000,1000000,10,1,0,0.40844,6,18.5
2,-0.3693467336683418,15.0,0.01216,0.000682348884,0.0534528601,0.00218463161,0.401268312,0.0164050948,0.0244579763,0.00152881622,2161158202,20000000,1000000,10,1,0,0.40108,6,18.68
2,-0.35427135678391974,15.0,0.01034,0.000648087703,0.0477065686,0.00206218227,0.357740089,0.015478699,0.0210254349,0.00140678169,2161158202,20000000,1000000,10,1,0,0.39596,8,18.41
2,-0.33919597989949746,15.0,0.01026,0.00067909815,0.0463457683,0.00218689459,0.34772334,0.016425278,0.0210688478,0.00142068509,2161158202,20000000,1000000,10,1,0,0.38678,8,18.32
2,-0.3241206030150754,15.0,0.00994,0.000637188856,0.0455811832,0.00184834974,0.341498158,0.0138308332,0.0199716596,0.00128919429,2161158202,20000000,1000000,10,1,0,0.38514,8,18.58
2,-0.3090452261306533,15.0,0.0081,0.000556415666,0.0394277323,0.00181524387,0.295154796,0.0136109554,0.0160227973,0.00111031496,2161158202,20000000,1000000,10,1,0,0.37848,8,18.25
2,-0.29396984924623126,15.0,0.00826,0.000571310057,0.0398090816,0.0018391315,0.298575939,0.0137913614,0.0158885074,0.00114586825,2161158202,20000000,1000000,10,1,0,0.37088,8,18.33
2,-0.2788944723618092,15.0,0.00822,0.000566577834,0.0372382863,0.00174252871,0.279197236,0.0130372874,0.0138875979,0.00111504857,2161158202,20000000,1000000,10,1,0,0.36634,6,18.12
2,-0.2638190954773869,15.0,0.00614,0.000530970166,0.0321653514,0.00151972623,0.2409648,0.0113877305,0.011647171,0.000839323835,2161158202,20000000,1000000,10,1,0,0.35972,8,18.06
2,-0.24874371859296485,15.0,0.00552,0.000520771747,0.0324164876,0.00152773586,0.243031356,0.0114614382,0.011685058,0.00101686374,2161158202,20000000,1000000,10,1,0,0.35154,8,18.06
2,-0.23366834170854278,15.0,0.00516,0.000558880119,0.0290950354,0.0013860072,0.218032246,0.0103917808,0.00918073793,0.000719938903,2161158202,20000000,1000000,10,1,0,0.34786,8,17.98
2,-0.21859296482412072,15.0,0.00472,0.000522281064,0.0287295693,0.00132971435,0.215383291,0.00994924105,0.00901594978,0.000722912403,2161158202,20000000,1000000,10,1,0,0.34738,8,19.68
2,-0.20351758793969865,15.0,0.00484,0.000513959353,0.028323579,0.00128686088,0.212517527,0.00967318863,0.00828618473,0.000666772448,2161158202,20000000,1000000,10,1,0,0.35208,8,17.96
2,-0.18844221105527637,15.0,0.0041,0.00050891648,0.0269709305,0.00132848845,0.202369911,0.010017034,0.00812731859,0.000610961282,2161158202,20000000,1000000,10,1,0,0.35112,8,17.92
2,-0.1733668341708543,15.0,0.00416,0.0005776785,0.0286962594,0.00136371431,0.215130085,0.0102619672,0.0084999123,0.000720315563,2161158202,20000000,1000000,10,1,0,0.35236,8,17.68
2,-0.15829145728643224,15.0,0.00386,0.000491699781,0.0265657286,0.00122795994,0.199067973,0.0092008601,0.0073381225,0.000668287605,2161158202,20000000,1000000,10,1,0,0.35458,8,17.56
2,-0.14321608040201017,15.0,0.00362,0.000561107625,0.0251414466,0.00114064253,0.188822801,0.00859434392,0.00613395805,0.000586315837,2161158202,20000000,1000000,10,1,0,0.352,8,17.57
2,-0.1281407035175881,15.0,0.00298,0.000514135919,0.0257444435,0.00115640394,0.193344824,0.00871005727,0.00663373425,0.000644560647,2161158202,20000000,1000000,10,1,0,0.35114,8,17.66
2,-0.11306532663316582,15.0,0.00306,0.000487335185,0.0253424389,0.00116137449,0.190159278,0.00875067249,0.0068736802,0.000607317477,2161158202,20000000,1000000,10,1,0,0.34898,8,17.53
2,-0.09798994974874375,15.0,0.00208,0.000546157075,0.0248073592,0.0011911469,0.186405229,0.00896124809,0.00683622082,0.000614816407,2161158202,20000000,1000000,10,1,0,0.3484,8,17.5
2,-0.08291457286432169,15.0,0.00154,0.000482332019,0.0239332113,0.00118269311,0.179412215,0.00885489187,0.00572690389,0.000571625454,2161158202,20000000,1000000,10,1,0,0.34412,8,17.57
2,-0.06783919597989962,15.0,0.00204,0.000536380851,0.023889096,0.00104008467,0.179517069,0.00787352363,0.00570209603,0.00054092784,2161158202,20000000,1000000,10,1,0,0.34172,8,17.55
2,-0.05276381909547734,15.0,0.0019,0.000480503417,0.0230666566,0.00104424155,0.173173532,0.00784058285,0.00592415635,0.000609913507,2161158202,20000000,1000000,10,1,0,0.33878,8,17.58
2,-0.03768844221105527,15.0,0.00172,0.000509514297,0.023170254,0.00101121722,0.173864145,0.00759452503,0.00509528386,0.000588140835,2161158202,20000000,1000000,10,1,0,0.3399,8,17.46
2,-0.022613065326633208,15.0,0.00156,0.000532352512,0.0245789051,0.00118003001,0.184255203,0.00884233369,0.00588299347,0.000617439711,2161158202,20000000,1000000,10,1,0,0.34416,8,17.46
2,-0.007537688442211143,15.0,0.0002,0.00048079586,0.0228499218,0.00112359389,0.171374328,0.0084445867,0.0058114597,0.000547838891,2161158202,20000000,1000000,10,1,0,0.3425,8,17.45
2,0.007537688442210921,15.0,0.0004,0.000526563459,0.0233167204,0.00103268995,0.174788415,0.00772272616,0.0051526116,0.000536558204,2161158202,20000000,1000000,10,1,0,0.34286,8,17.41
2,0.022613065326633208,15.0,-0.00086,0.000494793779,0.0234667822,0.00120854834,0.176000609,0.00908203932,0.00539124286,0.000561093214,2161158202,20000000,1000000,10,1,0,0.343,8,17.44
2,0.03768844221105527,15.0,-0.00114,0.000544414501,0.0233385779,0.00122816527,0.175300623,0.00923268904,0.00609377066,0.000533983553,2161158202,20000000,1000000,10,1,0,0.34162,8,17.46
2,0.05276381909547734,15.0,-0.00252,0.000534172031,0.0241054538,0.001209358,0.1807903,0.00907511667,0.00590896519,0.000599558269,2161158202,20000000,1000000,10,1,0,0.34016,8,17.57
2,0.0678391959798994,15.0,-0.00226,0.000525618397,0.0243533695,0.00113678306,0.182910742,0.00854957621,0.00617607871,0.000626315346,2161158202,20000000,1000000,10,1,0,0.34242,8,17.48
2,0.08291457286432147,15.0,-0.00202,0.000540041646,0.0244154623,0.00108839928,0.183290661,0.00816894482,0.00588565459,0.000636993346,2161158202,20000000,1000000,10,1,0,0.3436,8,17.52
2,0.09798994974874375,15.0,-0.00304,0.000518564593,0.0259634695,0.00121653254,0.194639079,0.00911182038,0.00661764713,0.000602757442,2161158202,20000000,1000000,10,1,0,0.34752,8,17.53
2,0.11306532663316582,15.0,-0.00226,0.000533204302,0.0239202647,0.00114938919,0.179576067,0.00861711291,0.00559689383,0.00056012615,2161158202,20000000,1000000,10,1,0,0.34802,8,17.53
2,0.12814070351758788,15.0,-0.0034,0.000546033525,0.0251595717,0.0012554999,0.189048451,0.00947891683,0.00620550766,0.000568852353,2161158202,20000000,1000000,10,1,0,0.35334,8,17.55
2,0.14321608040200995,15.0,-0.00432,0.000505144617,0.0267837197,0.00125731156,0.201406869,0.00946226414,0.00765121001,0.000609772216,2161158202,20000000,1000000,10,1,0,0.35212,8,17.54
2,0.158291457286432,15.0,-0.00422,0.000514417048,0.0272832498,0.00126016251,0.204713751,0.00944670838,0.00786331217,0.000644361147,2161158202,20000000,1000000,10,1,0,0.35408,8,17.52
2,0.1733668341708543,15.0,-0.0041,0.000571371913,0.0277426977,0.00143441871,0.208423114,0.0108310313,0.00769143051,0.000755558603,2161158202,20000000,1000000,10,1,0,0.35304,8,17.64
2,0.18844221105527637,15.0,-0.00534,0.000595108576,0.0296502144,0.00137701469,0.222640405,0.0103443469,0.00906671354,0.000699994782,2161158202,20000000,1000000,10,1,0,0.35014,8,17.9
2,0.20351758793969843,15.0,-0.00436,0.000562518719,0.0290494796,0.00122903002,0.217689728,0.00920925292,0.00855471498,0.000712457142,2161158202,20000000,1000000,10,1,0,0.3528,8,17.96
2,0.2185929648241205,15.0,-0.00528,0.000523049446,0.0306181002,0.00131634224,0.229544565,0.0098680398,0.00933512999,0.000685791774,2161158202,20000000,1000000,10,1,0,0.34662,8,17.96
2,0.23366834170854256,15.0,-0.00562,0.000510593009,0.0292330952,0.00132554018,0.219342871,0.00994769739,0.00855064992,0.0006624091,2161158202,20000000,1000000,10,1,0,0.34766,8,18.02
2,0.24874371859296485,15.0,-0.00568,0.000510679522,0.0313877474,0.00135881397,0.235408105,0.0102024183,0.010320971,0.000752658461,2161158202,20000000,1000000,10,1,0,0.34976,8,18.01
2,0.2638190954773869,15.0,-0.00728,0.000618982193,0.0363070444,0.00167563751,0.272436209,0.01258932,0.0130161401,0.00104308174,2161158202,20000000,1000000,10,1,0,0.36,8,18.13
2,0.278894472361809,15.0,-0.00778,0.000580027696,0.0366698312,0.00168832244,0.274570525,0.0126075224,0.0136332179,0.00107671962,2161158202,20000000,1000000,10,1,0,0.36484,6,18.1
2,0.29396984924623104,15.0,-0.00872,0.000548680784,0.0411287171,0.0017547872,0.30828078,0.0131553457,0.0155147234,0.00110281948,2161158202,20000000,1000000,10,1,0,0.37102,8,18.26
2,0.3090452261306531,15.0,-0.00884,0.000623677396,0.0420120809,0.001907646,0.315086421,0.0143193694,0.0171223037,0.00119958848,2161158202,20000000,1000000,10,1,0,0.3792,8,18.24
2,0.3241206030150754,15.0,-0.00944,0.000615353753,0.0435468905,0.00183452926,0.326601679,0.0137724852,0.0181795986,0.00123522781,2161158202,20000000,1000000,10,1,0,0.38558,8,18.56
2,0.33919597989949746,15.0,-0.01018,0.000608070224,0.0452607824,0.00187866123,0.339267458,0.0141222147,0.0204432423,0.00126607218,2161158202,20000000,1000000,10,1,0,0.38694,8,18.33
2,0.3542713567839195,15.0,-0.0106,0.000660534042,0.0478978574,0.00206495169,0.359408517,0.0155362662,0.0212079464,0.00132535356,2161158202,20000000,1000000,10,1,0,0.39484,8,18.44
2,0.3693467336683416,15.0,-0.01084,0.000622517237,0.0506958442,0.00210742265,0.380415589,0.015826743,0.0221864746,0.00132104851,2161158202,20000000,1000000,10,1,0,0.4035,6,18.73
2,0.38442211055276365,15.0,-0.01274,0.000684282522,0.0577895844,0.00243291661,0.433708407,0.0182455814,0.0276339381,0.00161438937,2161158202,20000000,1000000,10,1,0,0.40734,6,18.48
2,0.39949748743718594,15.0,-0.01288,0.000647843503,0.0591802929,0.00225155295,0.443374848,0.016871225,0.0298989416,0.00161253381,2161158202,20000000,1000000,10,1,0,0.41866,6,18.54
2,0.414572864321608,15.0,-0.01368,0.000693219021,0.0628745414,0.00255717608,0.471084386,0.0191427826,0.0310708695,0.00172080742,2161158202,20000000,1000000,10,1,0,0.4269,8,18.78
2,0.42964824120603007,15.0,-0.01554,0.000722024152,0.0710907019,0.00274427127,0.533194135,0.0205757007,0.037707803,0.00199756247,2161158202,20000000,1000000,10,1,0,0.43276,8,18.77
2,0.44472361809045213,15.0,-0.01578,0.000741461706,0.0730375566,0.00275986713,0.547700001,0.0206804469,0.0385389018,0.00197171634,2161158202,20000000,1000000,10,1,0,0.43944,6,19.05
2,0.4597989949748742,15.0,-0.01706,0.000772666587,0.0824717264,0.00313700427,0.6187096,0.0235012178,0.0451605865,0.00234140774,2161158202,20000000,1000000,10,1,0,0.44692,8,18.9
2,0.4748743718592965,15.0,-0.01834,0.000795934449,0.0874399025,0.0032658551,0.655662698,0.0244725424,0.0502305171,0.00244402078,2161158202,20000000,1000000,10,1,0,0.45396,8,19
2,0.48994974874371855,15.0,-0.01918,0.000782405928,0.0926181708,0.00344893506,0.695466317,0.0259481541,0.0547168888,0.0026034993,2161158202,20000000,1000000,10,1,0,0.47014,8,19.35
2,0.5050251256281406,15.0,-0.02066,0.000851798004,0.103343826,0.0038423394,0.775117235,0.0287679515,0.0651373039,0.00328503132,2161158202,20000000,1000000,10,1,0,0.48092,8,19.45
2,0.5201005025125629,15.0,-0.0217,0.000791039172,0.110566671,0.00371785766,0.829580946,0.0279346986,0.0710996121,0.00310596747,2161158202,20000000,1000000,10,1,0,0.485,8,19.67
2,0.5351758793969847,15.0,-0.023,0.000834015785,0.118319701,0.00406961217,0.887885119,0.0305702004,0.07718509,0.00331027748,2161158202,20000000,1000000,10,1,0,0.49268,8,19.72
2,0.550251256281407,15.0,-0.02526,0.000902990124,0.134182901,0.00423930648,1.00651314,0.031806176,0.0879761554,0.00350629939,2161158202,20000000,1000000,10,1,0,0.50484,8,19.61
2,0.5653266331658289,15.0,-0.0256,0.000842734124,0.140928262,0.00431546521,1.05733665,0.0323682672,0.0968241704,0.00370051121,2161158202,20000000,1000000,10,1,0,0.51516,8,19.89
2,0.5804020100502512,15.0,-0.03044,0.000996794864,0.171090696,0.0051365268,1.28256246,0.0384853264,0.122673561,0.00460211868,2161158202,20000000,1000000,10,1,0,0.5335,8,20.05
2,0.5954773869346734,15.0,-0.03264,0.000983049922,0.188027305,0.00533521021,1.40947205,0.0399628266,0.13831562,0.0046399734,2161158202,20000000,1000000,10,1,0,0.5446,8,19.89
2,0.6105527638190953,15.0,-0.03468,0.00096004016,0.203391773,0.00547608801,1.52481746,0.0410532678,0.155106517,0.00497937797,2161158202,20000000,1000000,10,1,0,0.55664,8,20.43
2,0.6256281407035176,15.0,-0.03614,0.000986251677,0.222119371,0.005587716,1.66584097,0.0419319851,0.1738035,0.0051164416,2161158202,20000000,1000000,10,1,0,0.56802,8,20.46
2,0.6407035175879394,15.0,-0.04008,0.00109763089,0.254642879,0.00670006067,1.90980447,0.0502668726,0.211088998,0.00656717971,2161158202,20000000,1000000,10,1,0,0.5941,8,20.79
2,0.6557788944723617,15.0,-0.04512,0.00117535878,0.296589941,0.00774428511,2.22459232,0.057998714,0.252597147,0.00772336631,2161158202,20000000,1000000,10,1,0,0.6122,8,20.86
2,0.670854271356784,15.0,-0.04824,0.00129115371,0.330040248,0.00881313415,2.47562429,0.0660596819,0.291282677,0.00902371877,2161158202,20000000,1000000,10,1,0,0.63284,8,21.03
2,0.6859296482412058,15.0,-0.0528,0.0012955903,0.373904581,0.00934913394,2.80459267,0.0701139103,0.340314015,0.00973483395,2161158202,20000000,1000000,10,1,0,0.64284,8,21.18
2,0.7010050251256281,15.0,-0.05532,0.00130752779,0.411674797,0.00955398894,3.08752871,0.0716372238,0.38723288,0.010179095,2161158202,20000000,1000000,10,1,0,0.66582,10,21.85
2,0.71608040201005,15.0,-0.06394,0.00138693908,0.492527429,0.0106741219,3.69543252,0.0801622082,0.482841312,0.0118889946,2161158202,20000000,1000000,10,1,0,0.70236,10,21.54
2,0.7311557788944723,15.0,-0.0714,0.00150906232,0.57539043,0.0121395331,4.31412212,0.0909790179,0.581957708,0.0136235937,2161158202,20000000,1000000,10,1,0,0.72982,10,22.1
2,0.7462311557788945,15.0,-0.07938,0.00166455561,0.674250876,0.0141276342,5.05666098,0.106003611,0.713844056,0.0165058922,2161158202,20000000,1000000,10,1,0,0.77256,10,22.49
2,0.7613065326633164,15.0,-0.08824,0.00177001169,0.783622401,0.0159608291,5.87755054,0.119831535,0.861492534,0.0192214091,2161158202,20000000,1000000,10,1,0,0.80178,10,22.64
2,0.7763819095477387,15.0,-0.10004,0.00189609449,0.941018612,0.0183617799,7.05822045,0.137880936,1.07319752,0.0226749913,2161158202,20000000,1000000,10,1,0,0.8532,10,23.44
2,0.7914572864321605,15.0,-0.1111,0.00204712552,1.10575542,0.0207128612,8.29394718,0.155401353,1.3059588,0.0265372381,2161158202,20000000,1000000,10,1,0,0.88126,10,23.73
2,0.8065326633165828,15.0,-0.12752,0.00213617682,1.34432523,0.0228048821,10.0830349,0.171039178,1.65685013,0.030221634,2161158202,20000000,1000000,10,1,0,0.93396,10,24.22
2,0.8216080402010051,15.0,-0.144,0.00218446505,1.60748631,0.024039629,12.0547946,0.180246967,2.04419573,0.0322530831,2161158202,20000000,1000000,10,1,0,0.97726,10,24.73
2,0.8366834170854269,15.0,-0.16396,0.00235479379,1.95370015,0.0284596185,14.6503506,0.213207192,2.57877211,0.040377074,2161158202,20000000,1000000,10,1,0,1.04334,8,25.26
2,0.8517587939698492,15.0,-0.19136,0.00263079569,2.42303877,0.0326354874,18.1745957,0.244791602,3.30861425,0.0467152048,2161158202,20000000,1000000,10,1,0,1.12532,10,26.04
2,0.8668341708542711,15.0,-0.22176,0.00259680248,2.99218513,0.0337930405,22.4410944,0.253534295,4.21867069,0.0493713203,2161158202,20000000,1000000,10,1,0,1.17828,10,26.65
2,0.8819095477386933,15.0,-0.25764,0.00311546885,3.69702116,0.0434091058,27.7270238,0.325690308,5.37263216,0.0652377762,2161158202,20000000,1000000,10,1,0,1.26284,12,28.17
2,0.8969849246231156,15.0,-0.30736,0.00304308446,4.70471312,0.0453473959,35.2841105,0.339926076,7.05028335,0.0709938917,2161158202,20000000,1000000,10,1,0,1.34442,10,25.81
2,0.9120603015075375,15.0,-0.35864,0.00307741507,5.81824794,0.0479797513,43.6351723,0.359642635,8.94179737,0.075899045,2161158202,20000000,1000000,10,1,0,1.43726,10,26.45
2,0.9271356783919598,15.0,-0.42148,0.003310328,7.27183471,0.054313363,54.5396412,0.407417968,11.4702765,0.0868246508,2161158202,20000000,1000000,10,1,0,1.52058,10,28.57
2,0.9422110552763816,15.0,-0.50074,0.00322611856,9.13612337,0.0548370043,68.5206294,0.411279323,14.7337823,0.089752334,2161158202,20000000,1000000,10,1,0,1.62876,10,29.09
2,0.9572864321608039,15.0,-0.57972,0.0033629935,11.0991363,0.0618982559,83.2444069,0.464072306,18.2323231,0.103868964,2161158202,20000000,1000000,10,1,0,1.7217,10,27.93
2,0.9723618090452262,15.0,-0.67606,0.0033938146,13.5972459,0.0662034248,101.978472,0.496783037,22.752374,0.113180878,2161158202,20000000,1000000,10,1,0,1.82516,10,28.26
2,0.987437185929648,15.0,-0.7896,0.0035169355,16.5869975,0.0713718035,124.407086,0.535443416,28.1753515,0.123941319,2161158202,20000000,1000000,10,1,0,1.8758,10,28.15
2,1.0025125628140703,15.0,-0.90258,0.00347720263,19.7554201,0.0783445137,148.167705,0.587343806,34.0253209,0.139590586,2161158202,20000000,1000000,10,1,0,1.9264,10,28.54
2,1.0175879396984921,15.0,-1.01866,0.00329433273,23.1198523,0.0794768069,173.400701,0.596202009,40.2834627,0.14338323,2161158202,20000000,1000000,10,1,0,1.94314,10,28.61
