n,lam,beta,<H1>,<-err,\int_0^{beta} \dtau <H1(tau)H1>,<--std,\int_0^{beta} \dtau tau <H1(tau)H1>,<--std,\int_0^{beta/2} \dtau tau <H1(tau)H1>,<--std,rng,Tsteps,steps,stepsPerMeasurement,<sign>,<--std,<q>,qmax,time (s)
2,1.0326633165829144,15.0,-1.13232,0.00345040455,26.6051339,0.0918075627,199.539248,0.68836899,46.8569019,0.168660876,1370102282,20000000,1000000,10,1,0,1.91942,10,39.05
2,1.0477386934673367,15.0,-1.24114,0.00311441808,29.9808269,0.0897537609,224.858276,0.67275758,53.2516479,0.16889479,1370102282,20000000,1000000,10,1,0,1.90216,12,36.15
2,1.0628140703517586,15.0,-1.3336,0.00310889384,33.0653008,0.0907554417,247.992049,0.680585231,59.1843469,0.171660343,1370102282,20000000,1000000,10,1,0,1.85432,10,29.23
2,1.0778894472361809,15.0,-1.42268,0.0032891556,35.9915592,0.101302726,269.9364,0.759718158,64.8052647,0.191764299,1370102282,20000000,1000000,10,1,0,1.81212,10,29.54
2,1.0929648241206027,15.0,-1.50366,0.00305617053,38.7662807,0.10238627,290.747461,0.767724084,70.1842238,0.196554763,1370102282,20000000,1000000,10,1,0,1.75268,10,30.98
2,1.108040201005025,15.0,-1.5742,0.00281972399,41.3267853,0.102027897,309.952005,0.765284775,75.2003425,0.197885557,1370102282,20000000,1000000,10,1,0,1.66768,10,28.95
2,1.1231155778894473,15.0,-1.63084,0.00314693349,43.4563334,0.105741196,325.921598,0.793173189,79.3907367,0.203088378,1370102282,20000000,1000000,10,1,0,1.57982,10,30.45
2,1.1381909547738691,15.0,-1.67956,0.00291306874,45.3205575,0.103360375,339.902772,0.775255657,83.0837307,0.199869636,1370102282,20000000,1000000,10,1,0,1.50678,10,29.7
2,1.1532663316582914,15.0,-1.71704,0.00268540485,46.8378838,0.0944610562,351.283851,0.708445471,86.1100963,0.18279003,1370102282,20000000,1000000,10,1,0,1.43368,10,29.17
2,1.1683417085427132,15.0,-1.75844,0.00253677087,48.4068769,0.0909267251,363.052814,0.681919333,89.2079804,0.175810299,1370102282,20000000,1000000,10,1,0,1.36142,10,28.47
2,1.1834170854271355,15.0,-1.78506,0.00245579096,49.5534649,0.0887182319,371.650669,0.66545932,91.5182593,0.171672336,1370102282,20000000,1000000,10,1,0,1.2972,10,28.2
2,1.1984924623115578,15.0,-1.80782,0.00253216069,50.541269,0.0922004495,379.061309,0.691355219,93.5054555,0.178704225,1370102282,20000000,1000000,10,1,0,1.24264,10,27.52
2,1.2135678391959797,15.0,-1.83132,0.00228708404,51.5293481,0.0829705032,386.470688,0.622101084,95.4843509,0.160764167,1370102282,20000000,1000000,10,1,0,1.18014,10,26.71
2,1.228643216080402,15.0,-1.84648,0.00205018326,52.266767,0.0766792565,392.001798,0.574923005,96.9854369,0.149120747,1370102282,20000000,1000000,10,1,0,1.11846,10,26.59
2,1.2437185929648238,15.0,-1.86056,0.00200870235,52.9046707,0.0744763062,396.783967,0.558732034,98.2758299,0.144345754,1370102282,20000000,1000000,10,1,0,1.07802,10,26.3
2,1.258793969849246,15.0,-1.87628,0.00187903419,53.5951481,0.0704107379,401.96368,0.528096552,99.6622922,0.13651972,1370102282,20000000,1000000,10,1,0,1.02572,10,25.91
2,1.2738693467336684,15.0,-1.88584,0.00177045634,54.0913463,0.0650782324,405.682889,0.488247709,100.676313,0.12606982,1370102282,20000000,1000000,10,1,0,0.98016,10,25.63
2,1.2889447236180902,15.0,-1.89518,0.00160279324,54.5293331,0.0584374324,408.968152,0.438343482,101.564488,0.113109496,1370102282,20000000,1000000,10,1,0,0.9457,10,24.91
2,1.3040201005025125,15.0,-1.90308,0.00160009237,54.9183396,0.058718429,411.886182,0.440407195,102.355007,0.113516932,1370102282,20000000,1000000,10,1,0,0.91138,10,24.79
2,1.3190954773869343,15.0,-1.91276,0.00149669301,55.3590338,0.0546604887,415.192719,0.409951028,103.238166,0.105754801,1370102282,20000000,1000000,10,1,0,0.87332,10,24.45
2,1.3341708542713566,15.0,-1.91718,0.00141044241,55.6265776,0.0522663039,417.199001,0.392002122,103.789943,0.101204007,1370102282,20000000,1000000,10,1,0,0.84184,10,23.74
2,1.349246231155779,15.0,-1.9248,0.00137469968,55.9661995,0.0502458845,419.744938,0.37684238,104.470025,0.0970522037,1370102282,20000000,1000000,10,1,0,0.81358,10,23.89
2,1.3643216080402008,15.0,-1.93202,0.00130740799,56.3022872,0.0500248924,422.265298,0.375269264,105.141638,0.0969348725,1370102282,20000000,1000000,10,1,0,0.77814,8,23.34
2,1.379396984924623,15.0,-1.93524,0.00144503359,56.5046608,0.0520234977,423.783373,0.390334171,105.557932,0.100080774,1370102282,20000000,1000000,10,1,0,0.75076,8,23.3
2,1.3944723618090453,15.0,-1.94256,0.00127762078,56.8215413,0.0475292126,426.16156,0.356481636,106.184404,0.0916708831,1370102282,20000000,1000000,10,1,0,0.71958,8,22.98
2,1.4095477386934672,15.0,-1.94364,0.00133315822,56.9380679,0.0491741429,427.035544,0.368809934,106.432598,0.09472475,1370102282,20000000,1000000,10,1,0,0.70104,8,22.38
2,1.4246231155778895,15.0,-1.94808,0.00122082598,57.1469876,0.0446435401,428.602205,0.334828335,106.849971,0.0858888138,1370102282,20000000,1000000,10,1,0,0.67894,8,22.47
2,1.4396984924623113,15.0,-1.95044,0.00114633413,57.3033512,0.0407589795,429.775233,0.305684671,107.168826,0.0782515724,1370102282,20000000,1000000,10,1,0,0.65196,8,21.9
2,1.4547738693467336,15.0,-1.953,0.00107695838,57.4413397,0.0383772719,430.809852,0.28784055,107.448114,0.073708353,1370102282,20000000,1000000,10,1,0,0.6358,8,22.13
2,1.4698492462311559,15.0,-1.95664,0.00106554359,57.6189049,0.038159527,432.141497,0.286211493,107.801579,0.0732616726,1370102282,20000000,1000000,10,1,0,0.61212,8,22.03
2,1.4849246231155777,15.0,-1.96004,0.00104477741,57.7735904,0.0388411282,433.301928,0.291316825,108.108286,0.0747082132,1370102282,20000000,1000000,10,1,0,0.5954,8,21.44
2,1.5,15.0,-1.96212,0.00104074734,57.8916026,0.0396257405,434.187207,0.297201581,108.345868,0.0762577761,1370102282,20000000,1000000,10,1,0,0.57702,8,21.63
2,-1.5,20.0,1.96218,0.000950053053,77.1242123,0.0463244726,771.241797,0.46327595,192.51645,0.117958916,1370102282,20000000,1000000,10,1,0,0.7811,8,25.42
2,-1.484924623115578,20.0,1.95866,0.00103726626,76.922523,0.0492452603,769.224343,0.492479363,191.991388,0.125196873,1370102282,20000000,1000000,10,1,0,0.798,8,25.05
2,-1.4698492462311559,20.0,1.95714,0.00101221535,76.7805499,0.0475146946,767.804597,0.475270669,191.61,0.120738721,1370102282,20000000,1000000,10,1,0,0.82058,8,28.75
2,-1.4547738693467336,20.0,1.95424,0.00106462355,76.5896368,0.0497277305,765.895252,0.497357879,191.106507,0.126430401,1370102282,20000000,1000000,10,1,0,0.83882,8,26.29
2,-1.4396984924623115,20.0,1.95284,0.00108315766,76.4453559,0.0494897979,764.452571,0.494873333,190.714223,0.125825781,1370102282,20000000,1000000,10,1,0,0.86018,8,26.04
2,-1.4246231155778895,20.0,1.94854,0.00113358443,76.1563708,0.052664748,761.562217,0.526759797,189.952447,0.134018017,1370102282,20000000,1000000,10,1,0,0.89708,10,26.81
2,-1.4095477386934674,20.0,1.94614,0.00113717822,75.9615226,0.0541709462,759.614508,0.541741895,189.427821,0.138117043,1370102282,20000000,1000000,10,1,0,0.9192,10,26.43
2,-1.3944723618090453,20.0,1.94098,0.00116911321,75.658582,0.056533653,756.586017,0.565477663,188.631145,0.144414,1370102282,20000000,1000000,10,1,0,0.94048,10,27.48
2,-1.379396984924623,20.0,1.9364,0.00117511001,75.3248077,0.0583616607,753.248449,0.583538873,187.74257,0.149533828,1370102282,20000000,1000000,10,1,0,0.9839,10,28.02
2,-1.364321608040201,20.0,1.93246,0.00127416151,75.0250146,0.0625647325,750.246768,0.625746417,186.938405,0.160054505,1370102282,20000000,1000000,10,1,0,1.01646,12,29.44
2,-1.349246231155779,20.0,1.92724,0.00124890699,74.6477886,0.0594986751,746.478273,0.594927217,185.929272,0.152130592,1370102282,20000000,1000000,10,1,0,1.05812,12,30.46
2,-1.3341708542713568,20.0,1.92126,0.0014522001,74.2209909,0.0720993683,742.209413,0.721078468,184.787293,0.184541863,1370102282,20000000,1000000,10,1,0,1.1043,12,30.49
2,-1.3190954773869348,20.0,1.91316,0.00146610212,73.6787382,0.0721345403,736.785894,0.721507136,183.343381,0.184729655,1370102282,20000000,1000000,10,1,0,1.16032,12,33.58
2,-1.3040201005025125,20.0,1.9062,0.00157612712,73.2057487,0.0785415057,732.055512,0.785369231,182.07337,0.201654429,1370102282,20000000,1000000,10,1,0,1.19804,12,34.97
2,-1.2889447236180904,20.0,1.89852,0.00163079009,72.6539831,0.07910227,726.536489,0.791227554,180.586561,0.202788076,1370102282,20000000,1000000,10,1,0,1.24972,12,35.38
2,-1.2738693467336684,20.0,1.8892,0.00164739054,72.0184666,0.0863131527,720.185808,0.863139878,178.873064,0.222342994,1370102282,20000000,1000000,10,1,0,1.30242,10,31.43
2,-1.2587939698492463,20.0,1.87682,0.00187156658,71.2077519,0.0946725853,712.077255,0.946767397,176.701952,0.243559978,1370102282,20000000,1000000,10,1,0,1.36992,10,39.97
2,-1.2437185929648242,20.0,1.86432,0.0019591589,70.3747685,0.104593473,703.74783,1.04573642,174.46103,0.270737746,1370102282,20000000,1000000,10,1,0,1.4373,10,40.84
2,-1.228643216080402,20.0,1.85006,0.00221232074,69.4746019,0.111373581,694.748283,1.11330881,172.041132,0.2865277,1370102282,20000000,1000000,10,1,0,1.4951,12,42.74
2,-1.2135678391959799,20.0,1.83218,0.00212798111,68.3482244,0.105569272,683.490204,1.05532426,169.012978,0.2719265,1370102282,20000000,1000000,10,1,0,1.5763,10,43.09
2,-1.1984924623115578,20.0,1.81372,0.002321509,67.1757646,0.111548615,671.761502,1.11510515,165.853276,0.286523552,1370102282,20000000,1000000,10,1,0,1.64864,10,44.03
2,-1.1834170854271358,20.0,1.78838,0.00222443134,65.6753918,0.110068635,656.754429,1.10051074,161.844255,0.283833749,1370102282,20000000,1000000,10,1,0,1.7355,10,45
2,-1.1683417085427137,20.0,1.7599,0.00253623539,63.9491116,0.121916765,639.486109,1.21907902,157.217248,0.312682133,1370102282,20000000,1000000,10,1,0,1.84066,10,45.58
2,-1.1532663316582914,20.0,1.72994,0.00267930969,62.1471092,0.125067514,621.47407,1.25018856,152.369934,0.320372539,1370102282,20000000,1000000,10,1,0,1.93892,10,46.73
2,-1.1381909547738693,20.0,1.69296,0.00292999883,59.9469811,0.134286498,599.471574,1.34279663,146.472073,0.342194195,1370102282,20000000,1000000,10,1,0,2.06488,10,41.96
2,-1.1231155778894473,20.0,1.64582,0.00319941486,57.4224316,0.146123664,574.222375,1.46155939,139.777481,0.371559901,1370102282,20000000,1000000,10,1,0,2.15946,10,51.78
2,-1.1080402010050252,20.0,1.59388,0.00314185733,54.6605311,0.137910561,546.603463,1.37908479,132.446679,0.348839112,1370102282,20000000,1000000,10,1,0,2.26114,12,45.01
2,-1.0929648241206031,20.0,1.52774,0.00327347402,51.254299,0.139857759,512.546708,1.39809057,123.471788,0.352641476,1370102282,20000000,1000000,10,1,0,2.37852,12,53.16
2,-1.0778894472361809,20.0,1.45566,0.00320370293,47.4902755,0.138260807,474.903179,1.38295312,113.576062,0.347640318,1370102282,20000000,1000000,10,1,0,2.53846,12,51.63
2,-1.0628140703517588,20.0,1.3721,0.00333298593,43.5690841,0.130605381,435.682621,1.30673919,103.390747,0.323710169,1370102282,20000000,1000000,10,1,0,2.61778,12,52.84
2,-1.0477386934673367,20.0,1.27586,0.00308537189,39.1122414,0.11904005,391.128902,1.19046194,91.893138,0.295809633,1370102282,20000000,1000000,10,1,0,2.7426,12,51
2,-1.0326633165829147,20.0,1.17574,0.0032240016,34.7616611,0.112221778,347.623386,1.12242291,80.7786203,0.272638294,1370102282,20000000,1000000,10,1,0,2.76646,12,51.89
2,-1.0175879396984926,20.0,1.06784,0.00318299599,30.2854082,0.103536781,302.85592,1.03591643,69.4617998,0.248182151,1370102282,20000000,1000000,10,1,0,2.75854,12,55.1
2,-1.0025125628140703,20.0,0.9503,0.00307810639,25.6771674,0.0881133946,256.767983,0.881772599,57.968439,0.204019099,1370102282,20000000,1000000,10,1,0,2.77182,12,53.15
2,-0.9874371859296482,20.0,0.83678,0.00323604921,21.4066986,0.0824866253,214.055708,0.825192407,47.4492177,0.186984376,1370102282,20000000,1000000,10,1,0,2.7391,16,55.1
2,-0.9723618090452262,20.0,0.72546,0.00334933213,17.4967963,0.0791542171,174.973615,0.79115205,37.9832114,0.175724175,1370102282,20000000,1000000,10,1,0,2.67262,12,53.41
2,-0.957286432160804,20.0,0.62416,0.00336393249,14.156362,0.0731178782,141.559935,0.731638475,30.0335343,0.158183889,1370102282,20000000,1000000,10,1,0,2.548,12,53.83
2,-0.9422110552763819,20.0,0.53834,0.00334768661,11.441438,0.0690516855,114.404763,0.69025862,23.6508404,0.146605795,1370102282,20000000,1000000,10,1,0,2.40284,14,41.88
2,-0.9271356783919599,20.0,0.45146,0.00322251642,8.97837155,0.0612463967,89.7791588,0.612351052,18.044851,0.126772059,1370102282,20000000,1000000,10,1,0,2.2578,14,47.99
2,-0.9120603015075377,20.0,0.38318,0.00325624984,7.08170385,0.0596358591,70.8229153,0.597004994,13.7848297,0.120845247,1370102282,20000000,1000000,10,1,0,2.11156,12,51.66
2,-0.8969849246231156,20.0,0.32566,0.00321196583,5.58109073,0.0542579897,55.8155661,0.542794398,10.4872403,0.108565046,1370102282,20000000,1000000,10,1,0,1.97642,10,49.22
2,-0.8819095477386935,20.0,0.27594,0.0028041968,4.41118445,0.044875807,44.1145709,0.448803632,7.99720542,0.0866383489,1370102282,20000000,1000000,10,1,0,1.84074,16,46.41
2,-0.8668341708542714,20.0,0.23906,0.00283467939,3.56670762,0.0426947383,35.669796,0.42724996,6.26341887,0.0812343789,1370102282,20000000,1000000,10,1,0,1.73062,12,46.35
2,-0.8517587939698493,20.0,0.20824,0.00286265415,2.88858654,0.0407049722,28.8855174,0.407269994,4.8713473,0.0753475794,1370102282,20000000,1000000,10,1,0,1.60742,10,41.72
2,-0.8366834170854272,20.0,0.1764,0.00247106955,2.27866207,0.032522777,22.7895185,0.324927371,3.67945651,0.0575631599,1370102282,20000000,1000000,10,1,0,1.50334,14,44.55
2,-0.8216080402010051,20.0,0.15282,0.0024661138,1.85428472,0.0312896423,18.5470351,0.313094423,2.89327474,0.0546976693,1370102282,20000000,1000000,10,1,0,1.42866,10,43.1
2,-0.8065326633165829,20.0,0.13492,0.00206636246,1.53104399,0.0246093396,15.3133128,0.246023978,2.30393444,0.0423624182,1370102282,20000000,1000000,10,1,0,1.34076,10,41.97
2,-0.7914572864321608,20.0,0.1202,0.0020353897,1.28774673,0.0228259323,12.8764542,0.228200012,1.87431139,0.0376773511,1370102282,20000000,1000000,10,1,0,1.27346,10,41
2,-0.7763819095477387,20.0,0.10586,0.00175823981,1.06664562,0.0185795498,10.667535,0.186020602,1.4803736,0.03025734,1370102282,20000000,1000000,10,1,0,1.19782,10,29.45
2,-0.7613065326633166,20.0,0.09374,0.00182718472,0.890306162,0.0181705708,8.90058379,0.181586647,1.18921026,0.0285053343,1370102282,20000000,1000000,10,1,0,1.1296,12,33.52
2,-0.7462311557788945,20.0,0.08282,0.0016840232,0.743928117,0.0156403357,7.43730144,0.156119885,0.949066936,0.0238351912,1370102282,20000000,1000000,10,1,0,1.06546,12,29.53
2,-0.7311557788944724,20.0,0.0736,0.00154301119,0.625114263,0.013643532,6.25057121,0.136229176,0.762878353,0.0198741029,1370102282,20000000,1000000,10,1,0,1.01824,10,27.39
2,-0.7160804020100503,20.0,0.06728,0.00151273257,0.54683948,0.0129523276,5.46860873,0.129619181,0.643948531,0.0180270447,1370102282,20000000,1000000,10,1,0,0.97504,10,26.45
2,-0.7010050251256281,20.0,0.06122,0.0014465186,0.472190837,0.0116915242,4.72469067,0.116990013,0.535403117,0.0165793609,1370102282,20000000,1000000,10,1,0,0.93862,10,26.53
2,-0.6859296482412061,20.0,0.05624,0.00136370391,0.416634021,0.0103829998,4.16801952,0.103600341,0.458404058,0.0144771475,1370102282,20000000,1000000,10,1,0,0.9167,10,25.84
2,-0.670854271356784,20.0,0.0514,0.00119845952,0.365727053,0.00863956077,3.65710065,0.0863878358,0.386443249,0.0114971141,1370102282,20000000,1000000,10,1,0,0.88716,10,26.04
2,-0.6557788944723618,20.0,0.04636,0.00123949465,0.315584083,0.00831735311,3.15568803,0.0831305235,0.319559207,0.010510871,1370102282,20000000,1000000,10,1,0,0.84546,10,24.87
2,-0.6407035175879398,20.0,0.0441,0.0011116217,0.287309001,0.00749181332,2.87310712,0.074836795,0.285266144,0.00994416396,1370102282,20000000,1000000,10,1,0,0.81744,10,24.67
2,-0.6256281407035176,20.0,0.03892,0.00111332492,0.247146804,0.00715722682,2.47014739,0.0714488001,0.236249195,0.00871668987,1370102282,20000000,1000000,10,1,0,0.79316,10,24.33
2,-0.6105527638190955,20.0,0.03498,0.000951641153,0.213036088,0.006021745,2.12652844,0.060131824,0.197598884,0.00794994375,1370102282,20000000,1000000,10,1,0,0.76506,10,24.05
2,-0.5954773869346734,20.0,0.0331,0.00102673108,0.193742064,0.00611071155,1.93681315,0.0611899064,0.170941835,0.00718449728,1370102282,20000000,1000000,10,1,0,0.75006,10,23.43
2,-0.5804020100502513,20.0,0.03126,0.000915972501,0.177433312,0.0051911456,1.77422098,0.051914073,0.152654382,0.00620353853,1370102282,20000000,1000000,10,1,0,0.72934,10,23.52
2,-0.5653266331658292,20.0,0.02966,0.000962727885,0.165648365,0.0051781948,1.65573336,0.0517768212,0.13976107,0.0060948063,1370102282,20000000,1000000,10,1,0,0.70626,10,23.13
2,-0.550251256281407,20.0,0.02552,0.000968436823,0.139490623,0.00489250038,1.39380197,0.0488732287,0.110806316,0.00530660937,1370102282,20000000,1000000,10,1,0,0.68608,10,22.63
2,-0.535175879396985,20.0,0.02482,0.000850389941,0.131072075,0.00420649292,1.30861544,0.0418812745,0.103092282,0.00488608413,1370102282,20000000,1000000,10,1,0,0.67978,10,22.96
2,-0.5201005025125629,20.0,0.02332,0.000795513524,0.117501726,0.00407389931,1.17316742,0.0405861925,0.0889344996,0.00483148737,1370102282,20000000,1000000,10,1,0,0.67274,10,22.83
2,-0.5050251256281407,20.0,0.02126,0.000891531781,0.109417442,0.0040053674,1.0932001,0.0400922093,0.0787056456,0.00392039079,1370102282,20000000,1000000,10,1,0,0.65496,10,22.63
2,-0.48994974874371855,20.0,0.0186,0.000825886405,0.0933161218,0.00375191191,0.932455361,0.0373755998,0.066286801,0.00408517644,1370102282,20000000,1000000,10,1,0,0.63432,10,22.54
2,-0.4748743718592965,20.0,0.01692,0.00072287245,0.0852740121,0.0030541021,0.851711013,0.0305213063,0.0586638534,0.00306109836,1370102282,20000000,1000000,10,1,0,0.6168,10,21.89
2,-0.4597989949748744,20.0,0.0166,0.000735884573,0.0818084504,0.00299758404,0.816089331,0.0298567392,0.0552852246,0.00280115598,1370102282,20000000,1000000,10,1,0,0.6039,10,21.68
2,-0.44472361809045236,20.0,0.01488,0.000680141729,0.0712351985,0.00278392111,0.712443713,0.0278935924,0.0451466466,0.00273751848,1370102282,20000000,1000000,10,1,0,0.59592,10,22.05
2,-0.4296482412060303,20.0,0.0152,0.000669352021,0.0710387498,0.00264451882,0.709600919,0.0263653626,0.0457639077,0.00241664666,1370102282,20000000,1000000,10,1,0,0.58218,10,21.55
2,-0.414572864321608,20.0,0.01338,0.000674479124,0.0648514338,0.00257695526,0.64816816,0.0257030561,0.0410381947,0.00251228283,1370102282,20000000,1000000,10,1,0,0.57278,8,21.39
2,-0.39949748743718594,20.0,0.01288,0.000637847787,0.0597554449,0.00226817718,0.597294485,0.0226873538,0.0346264999,0.00201796165,1370102282,20000000,1000000,10,1,0,0.56824,8,21.11
2,-0.3844221105527639,20.0,0.012,0.000687817105,0.0559153243,0.00244692738,0.55894583,0.024476046,0.0315107404,0.00201953079,1370102282,20000000,1000000,10,1,0,0.563,8,21.1
2,-0.3693467336683418,20.0,0.011,0.000731944651,0.0528288511,0.00244398338,0.527639185,0.0243958019,0.0282245696,0.00211757441,1370102282,20000000,1000000,10,1,0,0.55246,8,22.91
2,-0.35427135678391974,20.0,0.01178,0.000644194338,0.0533113653,0.0021539299,0.532604455,0.0215198367,0.0276305943,0.00205940699,1370102282,20000000,1000000,10,1,0,0.55264,8,21
2,-0.33919597989949746,20.0,0.0098,0.000640531907,0.0459135677,0.00195724788,0.458455485,0.0194898394,0.0222882176,0.00184471029,1370102282,20000000,1000000,10,1,0,0.54824,8,20.91
2,-0.3241206030150754,20.0,0.00926,0.000605703812,0.0443133509,0.00195644554,0.443583394,0.0195621422,0.0209043138,0.00180879583,1370102282,20000000,1000000,10,1,0,0.53646,8,21.21
2,-0.3090452261306533,20.0,0.00882,0.000611494975,0.0429295465,0.00185794186,0.430001001,0.0186328128,0.0185643325,0.00178219499,1370102282,20000000,1000000,10,1,0,0.5325,8,20.59
2,-0.29396984924623126,20.0,0.00842,0.000586335704,0.0402955144,0.00170783512,0.403253052,0.0171020059,0.0159481017,0.00139314965,1370102282,20000000,1000000,10,1,0,0.52862,8,20.63
2,-0.2788944723618092,20.0,0.00826,0.00061986007,0.0399701819,0.00186215222,0.399831402,0.0185898367,0.0162503409,0.00140479083,1370102282,20000000,1000000,10,1,0,0.52978,8,20.66
2,-0.2638190954773869,20.0,0.00728,0.000573167063,0.0371036634,0.00167151271,0.371404906,0.0167272534,0.0144449736,0.00137983084,1370102282,20000000,1000000,10,1,0,0.53498,8,20.6
2,-0.24874371859296485,20.0,0.00642,0.000587293841,0.0355442802,0.00160468993,0.354627414,0.0159536363,0.0133462763,0.0014154506,1370102282,20000000,1000000,10,1,0,0.5272,8,20.55
2,-0.23366834170854278,20.0,0.00612,0.000606343972,0.035747771,0.0016046627,0.358275831,0.0161070835,0.0134062893,0.00129039922,1370102282,20000000,1000000,10,1,0,0.52244,8,20.46
2,-0.21859296482412072,20.0,0.00534,0.000531665565,0.0315356574,0.00144812148,0.315156737,0.0144294066,0.0100733585,0.00107974422,1370102282,20000000,1000000,10,1,0,0.5134,8,20.23
2,-0.20351758793969865,20.0,0.00502,0.000574909108,0.0317705647,0.00147292177,0.317690543,0.0147092019,0.0102745879,0.00123973408,1370102282,20000000,1000000,10,1,0,0.51142,8,20.26
2,-0.18844221105527637,20.0,0.00364,0.00051072985,0.029472965,0.0013078306,0.294057324,0.0130154477,0.00987395738,0.00101253104,1370102282,20000000,1000000,10,1,0,0.50848,8,20.23
2,-0.1733668341708543,20.0,0.00418,0.000522688447,0.0284390284,0.00146050748,0.285059103,0.0146702241,0.00989517414,0.00109217799,1370102282,20000000,1000000,10,1,0,0.5072,8,20.19
2,-0.15829145728643224,20.0,0.00436,0.000522545515,0.0279404851,0.00144557835,0.279160421,0.0143471765,0.0098225615,0.00110954166,1370102282,20000000,1000000,10,1,0,0.50128,8,20.14
2,-0.14321608040201017,20.0,0.00342,0.000503017401,0.0257226555,0.0011819141,0.257588899,0.0118567381,0.00617987514,0.000983246654,1370102282,20000000,1000000,10,1,0,0.496,8,19.67
2,-0.1281407035175881,20.0,0.00328,0.000557683102,0.0272468019,0.00121388144,0.27227705,0.0121342073,0.00734045354,0.000942951759,1370102282,20000000,1000000,10,1,0,0.49046,8,19.59
2,-0.11306532663316582,20.0,0.0031,0.000549881331,0.0267074246,0.00142631984,0.267296609,0.0142465297,0.00736861553,0.00114907421,1370102282,20000000,1000000,10,1,0,0.49132,8,19.75
2,-0.09798994974874375,20.0,0.00294,0.000502429439,0.026399197,0.00121604589,0.26349686,0.0122061947,0.00685227074,0.000835121179,1370102282,20000000,1000000,10,1,0,0.48552,8,19.68
2,-0.08291457286432169,20.0,0.00218,0.00051852277,0.0242482729,0.00112513553,0.241820059,0.0111790314,0.00541307832,0.000878412349,1370102282,20000000,1000000,10,1,0,0.48396,8,19.66
2,-0.06783919597989962,20.0,0.0021,0.000547685895,0.0235980469,0.00109753362,0.235684162,0.0109999096,0.00604131768,0.000860527581,1370102282,20000000,1000000,10,1,0,0.48184,8,19.7
2,-0.05276381909547734,20.0,0.00142,0.00055998996,0.0249467429,0.00118040941,0.249171875,0.0117519404,0.00574705097,0.000905220538,1370102282,20000000,1000000,10,1,0,0.48666,8,19.65
2,-0.03768844221105527,20.0,0.00112,0.000480735715,0.0240297041,0.00120197981,0.240167209,0.0120603134,0.00565572498,0.000859176044,1370102282,20000000,1000000,10,1,0,0.48346,8,19.52
2,-0.022613065326633208,20.0,0.00112,0.000504380809,0.0246226086,0.0012206411,0.245449174,0.0121292628,0.00485264792,0.000945458369,1370102282,20000000,1000000,10,1,0,0.48452,8,19.58
2,-0.007537688442211143,20.0,0.00048,0.00047495339,0.0226259829,0.00119596539,0.226435529,0.0119066924,0.00491046404,0.000886909625,1370102282,20000000,1000000,10,1,0,0.48356,8,19.59
2,0.007537688442210921,20.0,-0.00058,0.000537596914,0.0243597709,0.00118784637,0.243412585,0.01190482,0.0058405163,0.000792219338,1370102282,20000000,1000000,10,1,0,0.48282,8,19.57
2,0.022613065326633208,20.0,-0.0008,0.000553049233,0.0249539024,0.00121840279,0.249539721,0.0121251486,0.00520976542,0.000970455148,1370102282,20000000,1000000,10,1,0,0.48308,8,19.68
2,0.03768844221105527,20.0,-0.00206,0.000530425305,0.0260398561,0.00126814048,0.260037629,0.012723263,0.00683813102,0.000916124534,1370102282,20000000,1000000,10,1,0,0.4842,8,19.57
2,0.05276381909547734,20.0,-0.0021,0.00050336219,0.0246999822,0.00113018576,0.247601299,0.0113127235,0.00541941013,0.000981352677,1370102282,20000000,1000000,10,1,0,0.4863,8,19.62
2,0.0678391959798994,20.0,-0.00158,0.000531738076,0.0232275532,0.00110272307,0.232458759,0.0111157686,0.0047776489,0.000798031242,1370102282,20000000,1000000,10,1,0,0.48266,8,19.64
2,0.08291457286432147,20.0,-0.00264,0.000512613588,0.0251722072,0.00131239291,0.25184069,0.0130850685,0.00753156639,0.00110277434,1370102282,20000000,1000000,10,1,0,0.48574,8,19.69
2,0.09798994974874375,20.0,-0.0025,0.000484498664,0.0256477451,0.00129421873,0.256407506,0.0129662182,0.00710888806,0.00089632414,1370102282,20000000,1000000,10,1,0,0.4868,8,19.7
2,0.11306532663316582,20.0,-0.00286,0.000505870755,0.0263793894,0.00132192723,0.263921517,0.0132952793,0.00709897067,0.000984963916,1370102282,20000000,1000000,10,1,0,0.49254,8,19.77
2,0.12814070351758788,20.0,-0.00342,0.000510152351,0.0261171256,0.00137923722,0.260686483,0.013744126,0.00752505937,0.0010032853,1370102282,20000000,1000000,10,1,0,0.48954,8,19.6
2,0.14321608040200995,20.0,-0.00288,0.000519134281,0.0258970985,0.00133220034,0.258788081,0.0132632531,0.00869086154,0.00102638234,1370102282,20000000,1000000,10,1,0,0.49466,8,19.82
2,0.158291457286432,20.0,-0.00378,0.000499041652,0.028414639,0.00138816126,0.283772547,0.013806337,0.00931480445,0.00107666881,1370102282,20000000,1000000,10,1,0,0.4999,8,20.18
2,0.1733668341708543,20.0,-0.00426,0.000462889476,0.0298625427,0.00136836707,0.29893955,0.0136862649,0.0097559492,0.00109630885,1370102282,20000000,1000000,10,1,0,0.50562,8,20.22
2,0.18844221105527637,20.0,-0.00496,0.0005347311,0.0299060802,0.00149015953,0.299971966,0.015003776,0.0106047212,0.00114740321,1370102282,20000000,1000000,10,1,0,0.50856,8,20.24
