n,tau,lam,beta,H1,H1_std,corr,corr_std,rng,eps,l,Tsteps,steps,stepsPerMeasurement,sign,sign_std,q,qmax,time
100,10.251256281407036,1.0,20.0,-0.941913667,0.00611811384,1.04310555,0.00981833175,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.6
100,10.35175879396985,1.0,20.0,-0.941913667,0.00611811384,1.04337781,0.0098205555,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.62
100,10.452261306532664,1.0,20.0,-0.941913667,0.00611811384,1.04374113,0.00982368219,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.66
100,10.552763819095478,1.0,20.0,-0.941913667,0.00611811384,1.04419579,0.00982771739,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.79
100,10.653266331658292,1.0,20.0,-0.941913667,0.00611811384,1.04474216,0.00983266786,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.89
100,10.753768844221106,1.0,20.0,-0.941913667,0.00611811384,1.04538067,0.00983854157,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.81
100,10.85427135678392,1.0,20.0,-0.941913667,0.00611811384,1.0461118,0.00984534755,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.8
100,10.954773869346734,1.0,20.0,-0.941913667,0.00611811384,1.04693615,0.00985309584,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.93
100,11.055276381909549,1.0,20.0,-0.941913667,0.00611811384,1.04785436,0.00986179743,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.82
100,11.155778894472363,1.0,20.0,-0.941913667,0.00611811384,1.04886716,0.0098714641,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.77
100,11.256281407035177,1.0,20.0,-0.941913667,0.00611811384,1.04997533,0.00988210833,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.78
100,11.35678391959799,1.0,20.0,-0.941913667,0.00611811384,1.05117977,0.00989374321,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.79
100,11.457286432160805,1.0,20.0,-0.941913667,0.00611811384,1.05248142,0.00990638223,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.79
100,11.557788944723619,1.0,20.0,-0.941913667,0.00611811384,1.0538813,0.00992003921,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.74
100,11.658291457286433,1.0,20.0,-0.941913667,0.00611811384,1.05538052,0.0099347281,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.72
100,11.758793969849247,1.0,20.0,-0.941913667,0.00611811384,1.05698028,0.00995046282,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.81
100,11.859296482412061,1.0,20.0,-0.941913667,0.00611811384,1.05868183,0.00996725709,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.69
100,11.959798994974875,1.0,20.0,-0.941913667,0.00611811384,1.06048653,0.00998512427,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.76
100,12.06030150753769,1.0,20.0,-0.941913667,0.00611811384,1.06239579,0.0100040771,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.76
100,12.160804020100503,1.0,20.0,-0.941913667,0.00611811384,1.06441114,0.0100241276,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.83
100,12.261306532663317,1.0,20.0,-0.941913667,0.00611811384,1.06653418,0.0100452868,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.75
100,12.361809045226131,1.0,20.0,-0.941913667,0.00611811384,1.06876658,0.0100675644,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.89
100,12.462311557788945,1.0,20.0,-0.941913667,0.00611811384,1.07111013,0.0100909689,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.76
100,12.56281407035176,1.0,20.0,-0.941913667,0.00611811384,1.07356668,0.010115507,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.76
100,12.663316582914574,1.0,20.0,-0.941913667,0.00611811384,1.07613819,0.0101411836,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.77
100,12.763819095477388,1.0,20.0,-0.941913667,0.00611811384,1.0788267,0.0101680014,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.8
100,12.864321608040202,1.0,20.0,-0.941913667,0.00611811384,1.08163437,0.0101959608,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.79
100,12.964824120603016,1.0,20.0,-0.941913667,0.00611811384,1.08456342,0.0102250595,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.78
100,13.06532663316583,1.0,20.0,-0.941913667,0.00611811384,1.08761619,0.0102552926,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.75
100,13.165829145728644,1.0,20.0,-0.941913667,0.00611811384,1.09079513,0.0102866519,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.82
100,13.266331658291458,1.0,20.0,-0.941913667,0.00611811384,1.09410277,0.0103191257,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.81
100,13.366834170854272,1.0,20.0,-0.941913667,0.00611811384,1.09754176,0.010352699,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.78
100,13.467336683417086,1.0,20.0,-0.941913667,0.00611811384,1.10111485,0.0103873529,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.76
100,13.5678391959799,1.0,20.0,-0.941913667,0.00611811384,1.10482492,0.0104230641,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.79
100,13.668341708542714,1.0,20.0,-0.941913667,0.00611811384,1.10867493,0.0104598054,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.88
100,13.768844221105528,1.0,20.0,-0.941913667,0.00611811384,1.11266799,0.0104975445,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.79
100,13.869346733668342,1.0,20.0,-0.941913667,0.00611811384,1.1168073,0.0105362447,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.78
100,13.969849246231156,1.0,20.0,-0.941913667,0.00611811384,1.1210962,0.010575864,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.78
100,14.07035175879397,1.0,20.0,-0.941913667,0.00611811384,1.12553814,0.0106163551,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.93
100,14.170854271356784,1.0,20.0,-0.941913667,0.00611811384,1.13013672,0.0106576652,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,19.02
100,14.271356783919598,1.0,20.0,-0.941913667,0.00611811384,1.13489565,0.0106997358,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,19
100,14.371859296482413,1.0,20.0,-0.941913667,0.00611811384,1.13981878,0.0107425023,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.98
100,14.472361809045227,1.0,20.0,-0.941913667,0.00611811384,1.1449101,0.0107858941,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.98
100,14.57286432160804,1.0,20.0,-0.941913667,0.00611811384,1.15017374,0.0108298341,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,19
100,14.673366834170855,1.0,20.0,-0.941913667,0.00611811384,1.15561398,0.0108742388,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.99
100,14.773869346733669,1.0,20.0,-0.941913667,0.00611811384,1.16123524,0.010919018,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,19.07
100,14.874371859296483,1.0,20.0,-0.941913667,0.00611811384,1.16704211,0.0109640745,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.98
100,14.974874371859297,1.0,20.0,-0.941913667,0.00611811384,1.17303933,0.0110093045,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,19.12
100,15.075376884422111,1.0,20.0,-0.941913667,0.00611811384,1.17923179,0.0110545969,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,19.1
100,15.175879396984925,1.0,20.0,-0.941913667,0.00611811384,1.18562455,0.0110998336,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,19.03
100,15.27638190954774,1.0,20.0,-0.941913667,0.00611811384,1.19222287,0.0111448893,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,19.02
100,15.376884422110553,1.0,20.0,-0.941913667,0.00611811384,1.19903216,0.0111896315,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,19.01
100,15.477386934673367,1.0,20.0,-0.941913667,0.00611811384,1.20605801,0.0112339206,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,19.11
100,15.577889447236181,1.0,20.0,-0.941913667,0.00611811384,1.21330621,0.0112776101,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,19.16
100,15.678391959798995,1.0,20.0,-0.941913667,0.00611811384,1.22078273,0.0113205464,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.99
100,15.77889447236181,1.0,20.0,-0.941913667,0.00611811384,1.22849376,0.0113625692,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.99
100,15.879396984924623,1.0,20.0,-0.941913667,0.00611811384,1.23644566,0.0114035117,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,19
100,15.979899497487438,1.0,20.0,-0.941913667,0.00611811384,1.24464504,0.0114432012,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,19
100,16.080402010050253,1.0,20.0,-0.941913667,0.00611811384,1.25309869,0.011481459,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,19.05
100,16.180904522613066,1.0,20.0,-0.941913667,0.00611811384,1.26181364,0.0115181017,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,19.02
100,16.28140703517588,1.0,20.0,-0.941913667,0.00611811384,1.27079715,0.011552941,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,19.02
100,16.381909547738694,1.0,20.0,-0.941913667,0.00611811384,1.28005671,0.0115857853,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,19
100,16.48241206030151,1.0,20.0,-0.941913667,0.00611811384,1.28960005,0.0116164404,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.99
100,16.582914572864322,1.0,20.0,-0.941913667,0.00611811384,1.29943517,0.0116447106,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.99
100,16.683417085427138,1.0,20.0,-0.941913667,0.00611811384,1.3095703,0.0116704004,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,19.01
100,16.78391959798995,1.0,20.0,-0.941913667,0.00611811384,1.32001396,0.0116933162,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.97
100,16.884422110552766,1.0,20.0,-0.941913667,0.00611811384,1.33077493,0.0117132679,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,19.03
100,16.984924623115578,1.0,20.0,-0.941913667,0.00611811384,1.34186226,0.0117300721,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,19.06
100,17.085427135678394,1.0,20.0,-0.941913667,0.00611811384,1.35328533,0.0117435545,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.99
100,17.185929648241206,1.0,20.0,-0.941913667,0.00611811384,1.36505378,0.0117535533,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,19.01
100,17.286432160804022,1.0,20.0,-0.941913667,0.00611811384,1.37717757,0.0117599231,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,19.06
100,17.386934673366834,1.0,20.0,-0.941913667,0.00611811384,1.38966698,0.01176254,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,19.02
100,17.48743718592965,1.0,20.0,-0.941913667,0.00611811384,1.40253263,0.0117613065,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,19.06
100,17.587939698492463,1.0,20.0,-0.941913667,0.00611811384,1.41578546,0.0117561582,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,19.2
100,17.68844221105528,1.0,20.0,-0.941913667,0.00611811384,1.42943675,0.0117470712,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,19.21
100,17.78894472361809,1.0,20.0,-0.941913667,0.00611811384,1.44349817,0.0117340708,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,19.23
100,17.889447236180906,1.0,20.0,-0.941913667,0.00611811384,1.45798174,0.0117172416,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,19.22
100,17.98994974874372,1.0,20.0,-0.941913667,0.00611811384,1.47289987,0.0116967389,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,19.23
100,18.090452261306535,1.0,20.0,-0.941913667,0.00611811384,1.48826535,0.0116728025,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,19.22
100,18.190954773869347,1.0,20.0,-0.941913667,0.00611811384,1.50409142,0.0116457721,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,19.19
100,18.291457286432163,1.0,20.0,-0.941913667,0.00611811384,1.52039171,0.011616105,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,19.19
100,18.391959798994975,1.0,20.0,-0.941913667,0.00611811384,1.53718032,0.0115843961,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,19.2
100,18.49246231155779,1.0,20.0,-0.941913667,0.00611811384,1.55447183,0.0115514009,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,19.22
100,18.592964824120603,1.0,20.0,-0.941913667,0.00611811384,1.57228131,0.0115180604,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,19.2
100,18.69346733668342,1.0,20.0,-0.941913667,0.00611811384,1.5906244,0.0114855293,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,19.25
100,18.79396984924623,1.0,20.0,-0.941913667,0.00611811384,1.60951731,0.0114552061,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,20.06
100,18.894472361809047,1.0,20.0,-0.941913667,0.00611811384,1.62897697,0.0114287652,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,19.23
100,18.99497487437186,1.0,20.0,-0.941913667,0.00611811384,1.64902108,0.01140819,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,19.21
100,19.095477386934675,1.0,20.0,-0.941913667,0.00611811384,1.66966829,0.0113958069,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,19.21
100,19.195979899497488,1.0,20.0,-0.941913667,0.00611811384,1.69093849,0.0113943172,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.89
100,19.296482412060303,1.0,20.0,-0.941913667,0.00611811384,1.71285308,0.011406828,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.96
100,19.396984924623116,1.0,20.0,-0.941913667,0.00611811384,1.73543558,0.0114368797,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.93
100,19.49748743718593,1.0,20.0,-0.941913667,0.00611811384,1.75871242,0.0114884736,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,19.03
100,19.597989949748744,1.0,20.0,-0.941913667,0.00611811384,1.78271416,0.0115661031,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.95
100,19.69849246231156,1.0,20.0,-0.941913667,0.00611811384,1.80747734,0.0116748035,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.95
100,19.798994974874372,1.0,20.0,-0.941913667,0.00611811384,1.83304731,0.011820249,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.91
100,19.899497487437188,1.0,20.0,-0.941913667,0.00611811384,1.8594825,0.0120089524,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,18.95
100,20.0,1.0,20.0,-0.941913667,0.00611811384,1.8868609,0.0122486757,2781301355,None,36,100000,1000000,10,0.99778,0.000692969861,2.8156,10,17.95
100,0.0,1.0,20.0,-0.928530389,0.00626826606,1.86057857,0.0125044475,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,6.92
100,0.10050251256281408,1.0,20.0,-0.928530389,0.00626826606,1.83420199,0.0122564084,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,7.63
100,0.20100502512562815,1.0,20.0,-0.928530389,0.00626826606,1.80873137,0.012039176,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,7.65
100,0.30150753768844224,1.0,20.0,-0.928530389,0.00626826606,1.78408216,0.0118491883,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,7.69
100,0.4020100502512563,1.0,20.0,-0.928530389,0.00626826606,1.76019257,0.0116834785,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,7.64
100,0.5025125628140704,1.0,20.0,-0.928530389,0.00626826606,1.73701597,0.0115394165,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,7.66
100,0.6030150753768845,1.0,20.0,-0.928530389,0.00626826606,1.71451588,0.0114145966,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,7.64
100,0.7035175879396985,1.0,20.0,-0.928530389,0.00626826606,1.69266267,0.0113067927,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,7.65
100,0.8040201005025126,1.0,20.0,-0.928530389,0.00626826606,1.67143139,0.0112139422,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,7.63
100,0.9045226130653267,1.0,20.0,-0.928530389,0.00626826606,1.65080032,0.0111341421,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,7.75
100,1.0050251256281408,1.0,20.0,-0.928530389,0.00626826606,1.63074998,0.0110656477,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,7.77
100,1.105527638190955,1.0,20.0,-0.928530389,0.00626826606,1.61126259,0.011006871,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,7.99
100,1.206030150753769,1.0,20.0,-0.928530389,0.00626826606,1.59232153,0.010956377,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,7.8
100,1.306532663316583,1.0,20.0,-0.928530389,0.00626826606,1.57391115,0.0109128789,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,7.75
100,1.407035175879397,1.0,20.0,-0.928530389,0.00626826606,1.55601654,0.0108752304,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,7.74
100,1.5075376884422111,1.0,20.0,-0.928530389,0.00626826606,1.5386234,0.0108424176,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,7.74
100,1.6080402010050252,1.0,20.0,-0.928530389,0.00626826606,1.52171797,0.0108135497,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,7.75
100,1.7085427135678393,1.0,20.0,-0.928530389,0.00626826606,1.50528696,0.0107878491,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,7.78
100,1.8090452261306533,1.0,20.0,-0.928530389,0.00626826606,1.4893175,0.0107646416,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,7.92
100,1.9095477386934674,1.0,20.0,-0.928530389,0.00626826606,1.47379711,0.0107433468,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,7.75
100,2.0100502512562817,1.0,20.0,-0.928530389,0.00626826606,1.45871371,0.0107234684,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,7.75
100,2.1105527638190957,1.0,20.0,-0.928530389,0.00626826606,1.44405553,0.010704586,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,7.75
100,2.21105527638191,1.0,20.0,-0.928530389,0.00626826606,1.42981118,0.0106863461,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,7.76
100,2.311557788944724,1.0,20.0,-0.928530389,0.00626826606,1.41596956,0.010668455,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,7.75
100,2.412060301507538,1.0,20.0,-0.928530389,0.00626826606,1.40251991,0.0106506713,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,7.76
100,2.512562814070352,1.0,20.0,-0.928530389,0.00626826606,1.38945175,0.0106327999,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,7.76
100,2.613065326633166,1.0,20.0,-0.928530389,0.00626826606,1.37675493,0.0106146858,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,7.74
100,2.71356783919598,1.0,20.0,-0.928530389,0.00626826606,1.36441954,0.0105962094,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,7.76
100,2.814070351758794,1.0,20.0,-0.928530389,0.00626826606,1.352436,0.010577281,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,7.77
100,2.9145728643216082,1.0,20.0,-0.928530389,0.00626826606,1.34079495,0.0105578377,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,7.73
100,3.0150753768844223,1.0,20.0,-0.928530389,0.00626826606,1.32948734,0.0105378385,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,7.81
100,3.1155778894472363,1.0,20.0,-0.928530389,0.00626826606,1.31850435,0.010517262,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,7.77
100,3.2160804020100504,1.0,20.0,-0.928530389,0.00626826606,1.30783742,0.0104961028,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,7.77
100,3.3165829145728645,1.0,20.0,-0.928530389,0.00626826606,1.29747824,0.0104743692,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,7.74
100,3.4170854271356785,1.0,20.0,-0.928530389,0.00626826606,1.28741871,0.0104520808,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,8.23
100,3.5175879396984926,1.0,20.0,-0.928530389,0.00626826606,1.277651,0.0104292666,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,10.09
100,3.6180904522613067,1.0,20.0,-0.928530389,0.00626826606,1.26816749,0.0104059632,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,10.2
100,3.7185929648241207,1.0,20.0,-0.928530389,0.00626826606,1.25896077,0.0103822132,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,10.11
100,3.819095477386935,1.0,20.0,-0.928530389,0.00626826606,1.25002365,0.0103580637,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,10.11
100,3.919597989949749,1.0,20.0,-0.928530389,0.00626826606,1.24134916,0.0103335655,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,10.13
100,4.020100502512563,1.0,20.0,-0.928530389,0.00626826606,1.23293052,0.010308772,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,10.1
100,4.120603015075377,1.0,20.0,-0.928530389,0.00626826606,1.22476116,0.0102837379,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,10.11
100,4.2211055276381915,1.0,20.0,-0.928530389,0.00626826606,1.21683469,0.0102585188,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,10.11
100,4.3216080402010055,1.0,20.0,-0.928530389,0.00626826606,1.20914492,0.0102331706,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,10.1
100,4.42211055276382,1.0,20.0,-0.928530389,0.00626826606,1.20168585,0.0102077486,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,10.78
100,4.522613065326634,1.0,20.0,-0.928530389,0.00626826606,1.19445164,0.0101823075,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,10.15
100,4.623115577889448,1.0,20.0,-0.928530389,0.00626826606,1.18743664,0.0101569005,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,10.13
100,4.723618090452262,1.0,20.0,-0.928530389,0.00626826606,1.18063535,0.0101315791,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,10.11
100,4.824120603015076,1.0,20.0,-0.928530389,0.00626826606,1.17404247,0.0101063932,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,10.1
100,4.92462311557789,1.0,20.0,-0.928530389,0.00626826606,1.16765285,0.0100813904,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,10.11
100,5.025125628140704,1.0,20.0,-0.928530389,0.00626826606,1.16146147,0.0100566159,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,10.14
100,5.125628140703518,1.0,20.0,-0.928530389,0.00626826606,1.1554635,0.0100321125,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,10.09
100,5.226130653266332,1.0,20.0,-0.928530389,0.00626826606,1.14965425,0.0100079206,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,10.16
100,5.326633165829146,1.0,20.0,-0.928530389,0.00626826606,1.14402916,0.00998407785,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,10.42
100,5.42713567839196,1.0,20.0,-0.928530389,0.00626826606,1.13858385,0.00996061911,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,10.13
100,5.527638190954774,1.0,20.0,-0.928530389,0.00626826606,1.13331405,0.00993757668,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,10.12
100,5.628140703517588,1.0,20.0,-0.928530389,0.00626826606,1.12821564,0.00991498009,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,10.1
100,5.728643216080402,1.0,20.0,-0.928530389,0.00626826606,1.12328462,0.00989285621,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,10.12
100,5.8291457286432165,1.0,20.0,-0.928530389,0.00626826606,1.11851714,0.00987122924,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,10.12
100,5.9296482412060305,1.0,20.0,-0.928530389,0.00626826606,1.11390946,0.00985012078,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,10.11
100,6.030150753768845,1.0,20.0,-0.928530389,0.00626826606,1.10945798,0.00982954988,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,10.12
100,6.130653266331659,1.0,20.0,-0.928530389,0.00626826606,1.10515921,0.00980953313,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,10.13
100,6.231155778894473,1.0,20.0,-0.928530389,0.00626826606,1.10100979,0.00979008474,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,10.13
100,6.331658291457287,1.0,20.0,-0.928530389,0.00626826606,1.09700646,0.00977121661,4206712692,None,17,100000,1000000,10,0.99808,0.000975016425,2.67634,10,10.14
