n,lam,beta,<rot_H1>,<-err,\int_0^{beta} \dtau <rot_H1(tau)rot_H1>,<--std,\int_0^{beta} \dtau tau <rot_H1(tau)rot_H1>,<--std,\int_0^{beta/2} \dtau tau <rot_H1(tau)rot_H1>,<--std,rng,eps,l,Tsteps,steps,stepsPerMeasurement,<sign>,<--std,<q>,qmax,time(s)
100,0.08291457286432147,20.0,-0.0014593795,0.000804184428,0.0190269751,0.00179200546,0.190149532,0.0178847156,0.00521687788,0.000655892361,2781301355,None,36,100000,1000000,10,1,0,0.35376,6,5.48
100,0.09798994974874375,20.0,-0.001879201,0.000790844047,0.0197478566,0.00177907773,0.197478566,0.0177907773,0.00431335325,0.000745369469,2781301355,None,36,100000,1000000,10,1,0,0.36028,4,5.63
100,0.11306532663316582,20.0,-0.002079116,0.000798438703,0.0200318197,0.00174969005,0.200318197,0.0174969005,0.00433783293,0.000909715589,2781301355,None,36,100000,1000000,10,1,0,0.3693,4,5.66
100,0.12814070351758788,20.0,-0.0026988525,0.00084610704,0.0220450012,0.00211885226,0.220570824,0.0212280318,0.00456391538,0.000820484252,2781301355,None,36,100000,1000000,10,1,0,0.39834,6,5.88
100,0.14321608040200995,20.0,-0.0030586995,0.00084450826,0.0216446624,0.00212737897,0.216567716,0.0213136482,0.00651687137,0.00113673666,2781301355,None,36,100000,1000000,10,1,0,0.39768,6,5.91
100,0.158291457286432,20.0,-0.003078691,0.000896094918,0.0214348324,0.00220427515,0.214348324,0.0220427515,0.00620637861,0.00108731605,2781301355,None,36,100000,1000000,10,1,0,0.37672,4,6.26
100,0.1733668341708543,20.0,-0.0037384105,0.000824738842,0.021377919,0.00203517961,0.21377919,0.0203517961,0.0060257559,0.00101530699,2781301355,None,36,100000,1000000,10,1,0,0.38472,4,5.78
100,0.18844221105527637,20.0,-0.004318164,0.000862377624,0.0240811063,0.00239425005,0.240811063,0.0239425005,0.00727408156,0.000972627223,2781301355,None,36,100000,1000000,10,1,0,0.38652,4,5.79
100,0.20351758793969843,20.0,-0.004518079,0.000933931697,0.0238742901,0.00228182589,0.238742901,0.0228182589,0.00671211594,0.00110442316,2781301355,None,36,100000,1000000,10,1,0,0.38902,4,5.79
100,0.2185929648241205,20.0,-0.0053777135,0.000869832098,0.025595894,0.00219957719,0.25595894,0.0219957719,0.00901452595,0.00121845807,2781301355,None,36,100000,1000000,10,1,0,0.37918,6,5.74
100,0.23366834170854256,20.0,-0.0046580195,0.000918366328,0.0256823969,0.00231233209,0.256823969,0.0231233209,0.00886999842,0.00140119452,2781301355,None,36,100000,1000000,10,1,0,0.3864,6,5.91
100,0.24874371859296485,20.0,-0.00633743335,0.000943649575,0.0281760287,0.0025142329,0.282008869,0.0251970302,0.0116087653,0.00168352432,2781301355,None,36,100000,1000000,10,0.99998,2e-05,0.40029,6,6.06
100,0.2638190954773869,20.0,-0.00719694,0.00100029732,0.0323632662,0.00288169989,0.323500576,0.0287989013,0.0123357243,0.00190308027,2781301355,None,36,100000,1000000,10,1,0,0.42972,6,6.39
100,0.278894472361809,20.0,-0.0068970675,0.00106693442,0.0313414232,0.00315901464,0.313414232,0.0315901464,0.011279621,0.00187160455,2781301355,None,36,100000,1000000,10,1,0,0.40972,4,6.14
100,0.29396984924623104,20.0,-0.008236498,0.00116511355,0.0365414345,0.00395352414,0.365907746,0.0398088194,0.0168906076,0.00290347144,2781301355,None,36,100000,1000000,10,1,0,0.45752,8,7.5
100,0.3090452261306531,20.0,-0.0070969825,0.0010223774,0.0351018185,0.00328776902,0.351272501,0.0329137087,0.0160430713,0.00230643944,2781301355,None,36,100000,1000000,10,1,0,0.4466,6,6.38
100,0.3241206030150754,20.0,-0.0091362975,0.00114823242,0.0407684211,0.00361620337,0.40819153,0.0363529959,0.0176470419,0.00236748861,2781301355,None,36,100000,1000000,10,0.99998,2e-05,0.44231,6,6.39
100,0.33919597989949746,20.0,-0.0098957925,0.00116371375,0.0431974398,0.00379564712,0.431716577,0.0378671192,0.0211464614,0.00293805225,2781301355,None,36,100000,1000000,10,1,0,0.46633,6,6.65
100,0.3542713567839195,20.0,-0.00973605163,0.001165675,0.0452737325,0.00390387787,0.452867199,0.0390694435,0.0222324711,0.00298505106,2781301355,None,36,100000,1000000,10,0.99998,2e-05,0.4644,6,6.63
100,0.3693467336683416,20.0,-0.0105159459,0.0011672383,0.0472819167,0.00398901247,0.473080961,0.0399411104,0.0238443702,0.00312731393,2781301355,None,36,100000,1000000,10,0.99996,2.82274184e-05,0.47481,6,6.68
100,0.38442211055276365,20.0,-0.01159507,0.00131941224,0.0533021073,0.00500236983,0.532892389,0.05002732,0.0295992107,0.00390879927,2781301355,None,36,100000,1000000,10,1,0,0.49594,8,7.71
100,0.39949748743718594,20.0,-0.0130365734,0.00136758611,0.0611761398,0.00580091603,0.611495154,0.0580107661,0.0343239572,0.0049501568,2781301355,None,36,100000,1000000,10,0.99984,0.000101680656,0.55472,8,8.82
100,0.414572864321608,20.0,-0.0134350981,0.00151137296,0.0622472045,0.0062356721,0.622156815,0.062228603,0.0377011687,0.00552126826,2781301355,None,36,100000,1000000,10,0.99994,6e-05,0.54647,6,8.69
100,0.42964824120603007,20.0,-0.0143150663,0.00136017658,0.0639182659,0.00565180181,0.639589506,0.0566476163,0.0356163468,0.00447325659,2781301355,None,36,100000,1000000,10,0.99992,6.31693078e-05,0.52386,6,8.28
100,0.44472361809045213,20.0,-0.0148545831,0.00143781174,0.0699992519,0.00617325558,0.700403405,0.0618610069,0.0412559058,0.00516061611,2781301355,None,36,100000,1000000,10,0.99994,6e-05,0.54358,6,8.53
100,0.4597989949748742,20.0,-0.0165143069,0.00161431513,0.0789296059,0.00735906769,0.788607846,0.0733906156,0.052427778,0.00741278886,2781301355,None,36,100000,1000000,10,0.99992,6.31693078e-05,0.56815,6,8.91
100,0.4748743718592965,20.0,-0.0169138278,0.00167192582,0.0833764372,0.00784982026,0.833204842,0.0783578025,0.054636394,0.00744274915,2781301355,None,36,100000,1000000,10,0.99994,4.46494602e-05,0.57551,6,8.96
100,0.48994974874371855,20.0,-0.0183929216,0.00163321728,0.0874966132,0.00728275497,0.874541761,0.0727277405,0.0577361477,0.0064254344,2781301355,None,36,100000,1000000,10,0.99996,4e-05,0.55788,6,8.6
100,0.5050251256281406,20.0,-0.0191726123,0.00188027168,0.0978145631,0.00987735426,0.97961406,0.0998783316,0.0691119777,0.0102504367,2781301355,None,36,100000,1000000,10,0.99996,2.82274184e-05,0.60338,8,9.26
100,0.5201005025125629,20.0,-0.0182936798,0.001712286,0.0952969106,0.00838596233,0.953124862,0.0838230375,0.0661942631,0.00784852208,2781301355,None,36,100000,1000000,10,0.99992,4.88255644e-05,0.5679,6,7.59
100,0.5351758793969847,20.0,-0.0199573174,0.00178126226,0.10612625,0.00887062964,1.06058925,0.0885915515,0.0728813172,0.00808719976,2781301355,None,36,100000,1000000,10,0.99984,6.86765307e-05,0.57884,6,7.63
100,0.550251256281407,20.0,-0.0225576626,0.00182471537,0.118865215,0.0095901557,1.18889798,0.0960621486,0.0840251655,0.00902594668,2781301355,None,36,100000,1000000,10,0.99984,9.34480076e-05,0.59989,6,7.91
100,0.5653266331658289,20.0,-0.0259070185,0.00219519643,0.141992277,0.0120564007,1.4170803,0.120293718,0.109318225,0.0124802334,2781301355,None,36,100000,1000000,10,0.99968,0.000180334361,0.65768,6,9.32
100,0.5804020100502512,20.0,-0.0255788628,0.00209197005,0.14876526,0.0118635706,1.48726089,0.118447512,0.115600627,0.0118639836,2781301355,None,36,100000,1000000,10,0.99958,0.00020163588,0.64893,6,9.35
100,0.5954773869346734,20.0,-0.0288319968,0.00240385514,0.17451324,0.0151165538,1.74820174,0.151176276,0.151538239,0.018083592,2781301355,None,36,100000,1000000,10,0.99966,0.000185675798,0.69914,8,9.99
100,0.6105527638190953,20.0,-0.0349950737,0.00266801776,0.218052023,0.0176256233,2.18458931,0.176722243,0.201751017,0.0218333664,2781301355,None,36,100000,1000000,10,0.99964,0.000182248341,0.76092,8,10.66
100,0.6256281407035176,20.0,-0.0363568138,0.00277225676,0.2307123,0.0185461129,2.3087933,0.185807245,0.212520094,0.0227869797,2781301355,None,36,100000,1000000,10,0.99966,0.000129633403,0.75623,8,10.48
100,0.6407035175879394,20.0,-0.0405710415,0.00294592155,0.266868829,0.0206968631,2.6748507,0.208064601,0.255031765,0.0269682696,2781301355,None,36,100000,1000000,10,0.99964,0.000145486305,0.77665,8,10.72
100,0.6557788944723617,20.0,-0.0410049727,0.00280885037,0.274602983,0.0197071403,2.7495784,0.198083951,0.260678946,0.0238745201,2781301355,None,36,100000,1000000,10,0.99976,0.000119274918,0.73814,6,10.07
100,0.670854271356784,20.0,-0.0427899398,0.00314777086,0.301049946,0.0229508303,3.00363586,0.228696796,0.2974537,0.0287260748,2781301355,None,36,100000,1000000,10,0.99932,0.00027723245,0.72908,7,10.05
100,0.6859296482412058,20.0,-0.0464303243,0.00306931836,0.333731716,0.0233307607,3.34164403,0.234665325,0.334621735,0.0298742781,2781301355,None,36,100000,1000000,10,0.99946,0.000256704477,0.74855,8,10.49
100,0.7010050251256281,20.0,-0.0532229133,0.00331721689,0.399783184,0.0267271748,3.99998924,0.268322238,0.412046989,0.0351160274,2781301355,None,36,100000,1000000,10,0.99936,0.000270284693,0.78973,8,13.84
100,0.71608040201005,20.0,-0.0578786261,0.0036442099,0.457311954,0.0306153571,4.57377837,0.306284258,0.497454113,0.0423151039,2781301355,None,36,100000,1000000,10,0.99908,0.000430529701,0.82072,6,14.03
100,0.7311557788944723,20.0,-0.0676456031,0.00438403843,0.574157347,0.041324622,5.73938721,0.413470425,0.691150938,0.064249483,2781301355,None,36,100000,1000000,10,0.99886,0.000571056936,0.93755,8,16.06
100,0.7462311557788945,20.0,-0.0889501668,0.00532896094,0.811065982,0.0537283351,8.10992983,0.53786338,1.07023361,0.0877399587,2781301355,None,36,100000,1000000,10,0.9991,0.000452081309,1.18754,10,19.68
100,0.7613065326633164,20.0,-0.0998431013,0.00568363686,0.95206866,0.0608261482,9.52186457,0.608756004,1.27910267,0.102677989,2781301355,None,36,100000,1000000,10,0.99944,0.000191027658,1.20581,8,19.18
100,0.7763819095477387,20.0,-0.107059869,0.00529753939,1.06140905,0.0575044907,10.6118327,0.575160676,1.43105768,0.0947165536,2781301355,None,36,100000,1000000,10,0.9996,0.000163299316,1.19865,8,19.19
100,0.7914572864321605,20.0,-0.116441074,0.0056832283,1.21896081,0.0645408791,12.189003,0.645446795,1.6997783,0.108480394,2781301355,None,36,100000,1000000,10,0.99894,0.000469881639,1.19057,8,20.32
100,0.8065326633165828,20.0,-0.125471537,0.0057584025,1.38700841,0.0688558993,13.8728002,0.688723358,1.98733872,0.117416137,2781301355,None,36,100000,1000000,10,0.99848,0.000615364195,1.18297,6,20.2
100,0.8216080402010051,20.0,-0.147406101,0.00661457674,1.74189323,0.0833239454,17.4194781,0.833362054,2.61977325,0.145398102,2781301355,None,36,100000,1000000,10,0.99938,0.00025909636,1.29038,8,20.9
100,0.8366834170854269,20.0,-0.184025728,0.00787276869,2.34895987,0.106639258,23.4849861,1.06618171,3.77710314,0.196782126,2781301355,None,36,100000,1000000,10,0.99842,0.000882683932,1.58467,8,25.6
100,0.8517587939698492,20.0,-0.218442889,0.00868894732,3.01180028,0.124988945,30.1185013,1.25053778,5.06320648,0.236028414,2781301355,None,36,100000,1000000,10,0.99868,0.000683299343,1.71746,8,27.63
100,0.8668341708542711,20.0,-0.259505222,0.0088373022,3.83090657,0.136434161,38.3125904,1.36441533,6.69796332,0.269480527,2781301355,None,36,100000,1000000,10,0.99698,0.00159212369,1.86622,10,30.34
100,0.8819095477386933,20.0,-0.288600705,0.00904141488,4.58460186,0.14657467,45.8576506,1.46667702,8.27335547,0.291378238,2781301355,None,36,100000,1000000,10,0.99636,0.00174124361,1.89529,10,30.34
100,0.8969849246231156,20.0,-0.334940114,0.00941195803,5.73563629,0.163410193,57.3608334,1.63433944,10.7696293,0.336844151,2781301355,None,36,100000,1000000,10,0.99692,0.00135194876,2.03891,10,32.4
100,0.9120603015075375,20.0,-0.387466536,0.0101652311,7.13029333,0.180644715,71.3013934,1.80639991,13.8214714,0.372966349,2781301355,None,36,100000,1000000,10,0.9966,0.00184155513,2.08945,10,32.36
100,0.9271356783919598,20.0,-0.454105585,0.0105869634,9.0037368,0.200616682,90.0203466,2.00516462,18.0598824,0.422877934,2781301355,None,36,100000,1000000,10,0.9966,0.00129012312,2.25565,10,31.48
100,0.9422110552763816,20.0,-0.522766814,0.0109869126,11.0313391,0.21365882,110.339465,2.13765149,22.6805706,0.448618919,2781301355,None,36,100000,1000000,10,0.99586,0.00138430735,2.35869,10,33.42
100,0.9572864321608039,20.0,-0.619921332,0.0105375199,13.9511299,0.213923568,139.519626,2.13955643,29.5821067,0.464255377,2781301355,None,36,100000,1000000,10,0.99864,0.000429580911,2.59395,12,38.06
100,0.9723618090452262,20.0,-0.740536489,0.00892788248,17.6176588,0.190141046,176.192893,1.90197392,38.1724576,0.42963249,2781301355,None,36,100000,1000000,10,0.99558,0.00142378476,2.86498,10,40.06
100,0.987437185929648,20.0,-0.839738455,0.00803998343,21.4297038,0.201663398,214.285867,2.01631202,47.5509482,0.476106094,2781301355,None,36,100000,1000000,10,0.99742,0.00116826099,2.83468,11,39.09
100,1.0025125628140703,20.0,-0.948091715,0.00636633295,25.3403566,0.211423475,253.412275,2.11337386,57.1767941,0.519645216,2781301355,None,36,100000,1000000,10,0.99542,0.00200473696,3.01724,12,43.28
100,1.0175879396984921,20.0,-1.06201546,0.00632073991,30.3636607,0.273267115,303.633325,2.73269399,69.7200669,0.699787876,2781301355,None,36,100000,1000000,10,0.9955,0.00137014935,2.67037,10,36.49
100,1.0326633165829144,20.0,-1.17200609,0.00696264304,34.4648999,0.365923643,344.646611,3.66204629,80.0635471,0.935195213,2781301355,None,36,100000,1000000,10,0.99434,0.00159223063,2.92688,10,41.79
100,1.0477386934673367,20.0,-1.282335,0.0078784499,39.5097705,0.429816269,395.113545,4.29754882,92.9949897,1.10431704,2781301355,None,36,100000,1000000,10,0.99714,0.000794864036,2.74567,8,39.03
100,1.0628140703517586,20.0,-1.37601982,0.00900878361,43.7404038,0.500250102,437.407899,5.00234536,103.844692,1.29162384,2781301355,None,36,100000,1000000,10,0.99796,0.000641404082,2.65316,10,37.38
100,1.0778894472361809,20.0,-1.4598733,0.0089348715,47.7421312,0.507416715,477.443974,5.07371568,114.260053,1.31053599,2781301355,None,36,100000,1000000,10,0.99654,0.00147690167,2.60063,10,37.21
100,1.0929648241206027,20.0,-1.52368961,0.00920272159,51.0099286,0.526629134,510.100021,5.26808836,122.904719,1.35996672,2781301355,None,36,100000,1000000,10,0.99596,0.00132519363,2.52901,10,41.4
100,1.108040201005025,20.0,-1.58741318,0.00956087978,54.2916613,0.54713342,542.918927,5.47067449,131.492871,1.41754909,2781301355,None,36,100000,1000000,10,0.99704,0.000981021515,2.37345,10,39.31
100,1.1231155778894473,20.0,-1.64190637,0.0086008312,57.3113043,0.512383878,573.112844,5.1238526,139.489722,1.33607086,2781301355,None,36,100000,1000000,10,0.99736,0.000964074353,2.19095,8,36.91
100,1.1381909547738691,20.0,-1.69324839,0.0079518745,60.1115736,0.474838106,601.126983,4.74848874,146.883688,1.24129734,2781301355,None,36,100000,1000000,10,0.9948,0.00197144271,2.05211,10,34.99
100,1.1532663316582914,20.0,-1.7358575,0.00731043306,62.4910286,0.463120421,624.935624,4.63178458,153.238585,1.21523194,2781301355,None,36,100000,1000000,10,0.99298,0.00399217085,1.94648,9,33.39
100,1.1683417085427132,20.0,-1.75765474,0.00774259354,63.8314159,0.485662671,638.308995,4.8565433,156.924417,1.27011025,2781301355,None,36,100000,1000000,10,0.99612,0.00112821713,1.93342,9,32.96
100,1.1834170854271355,20.0,-1.78571676,0.00728556661,65.5149451,0.464494959,655.161439,4.64426491,161.418827,1.21649419,2781301355,None,36,100000,1000000,10,0.99666,0.00124916743,1.82555,8,32.04
100,1.1984924623115578,20.0,-1.81382726,0.00645378731,67.2794378,0.419544921,672.801448,4.19516581,166.140134,1.10126286,2781301355,None,36,100000,1000000,10,0.99758,0.0010379227,1.66277,8,28.51
100,1.2135678391959797,20.0,-1.84117878,0.00559729091,68.985398,0.363748244,689.856771,3.63708044,170.673276,0.955199676,2781301355,None,36,100000,1000000,10,0.997,0.00117230422,1.50459,8,26.39
100,1.228643216080402,20.0,-1.84614802,0.00620667733,69.2472925,0.411552519,692.464357,4.11493997,171.449562,1.0782314,2781301355,None,36,100000,1000000,10,0.99588,0.00188422494,1.61951,10,30.2
100,1.2437185929648238,20.0,-1.86340086,0.00567370799,70.433406,0.36980799,704.324826,3.69776263,174.632485,0.967317151,2781301355,None,36,100000,1000000,10,0.9971,0.00114893001,1.47551,10,26.94
100,1.258793969849246,20.0,-1.87755624,0.00536552915,71.2830488,0.354081884,712.828179,3.54083422,176.902853,0.925524683,2781301355,None,36,100000,1000000,10,0.99778,0.000892115396,1.42069,10,25.49
100,1.2738693467336684,20.0,-1.88458442,0.00517895927,71.8487132,0.345301275,718.498351,3.45346443,178.448627,0.903509486,2781301355,None,36,100000,1000000,10,0.99838,0.000661856947,1.35461,8,24.99
100,1.2889447236180902,20.0,-1.89718738,0.00446277405,72.6824817,0.299743086,726.827879,2.998003,180.671922,0.784400587,2781301355,None,36,100000,1000000,10,0.99832,0.000554563398,1.28445,8,24.19
100,1.3040201005025125,20.0,-1.91063503,0.00415414326,73.5236,0.276474631,735.235119,2.76492289,182.897554,0.722867208,2781301355,None,36,100000,1000000,10,0.99818,0.00069533038,1.19789,8,22.7
100,1.3190954773869343,20.0,-1.921187,0.0036745,74.2181778,0.25119912,742.20197,2.51093868,184.729782,0.65810633,2781301355,None,36,100000,1000000,10,0.99884,0.000602052714,1.13438,8,22.06
100,1.3341708542713566,20.0,-1.92541798,0.00365282655,74.5508,0.245091469,745.514009,2.4509162,185.638663,0.640558731,2781301355,None,36,100000,1000000,10,0.99892,0.000577467119,1.09638,8,21.2
100,1.349246231155779,20.0,-1.93109803,0.00331182924,74.9458987,0.226896017,749.473562,2.26813369,186.694464,0.593111539,2781301355,None,36,100000,1000000,10,0.99108,0.00483803272,1.10528,8,22.41
100,1.3643216080402008,20.0,-1.93813725,0.00297702428,75.3919222,0.205060844,753.932051,2.05001245,187.87598,0.535920271,2781301355,None,36,100000,1000000,10,0.99738,0.00162959033,1.02523,7,20.58
100,1.379396984924623,20.0,-1.93993047,0.00333105745,75.5484901,0.223507445,755.49602,2.23471666,188.311371,0.581666243,2781301355,None,36,100000,1000000,10,0.99672,0.0017653988,1.0217,7,20.63
100,1.3944723618090453,20.0,-1.94248299,0.00295635112,75.7528442,0.204747811,757.562772,2.04521184,188.858162,0.534337548,2781301355,None,36,100000,1000000,10,0.99678,0.00174927593,1.00114,7,20.21
100,1.4095477386934672,20.0,-1.94821616,0.00263198164,76.1310447,0.184402053,761.318937,1.84325243,189.86374,0.48090618,2781301355,None,36,100000,1000000,10,0.99656,0.00193297989,0.95166,6,19.43
100,1.4246231155778895,20.0,-1.95234851,0.00241149488,76.4316597,0.168473876,764.325773,1.68353284,190.659579,0.439188211,2781301355,None,36,100000,1000000,10,0.99664,0.00188772233,0.91035,6,18.79
100,1.4396984924623113,20.0,-1.95471062,0.00234100422,76.6040672,0.165451358,766.045246,1.65472444,191.123492,0.430448604,2781301355,None,36,100000,1000000,10,0.99726,0.001707287,0.89018,7,18.41
100,1.4547738693467336,20.0,-1.95791339,0.00227113185,76.7944436,0.160744515,767.949958,1.60755759,191.62451,0.41784962,2781301355,None,36,100000,1000000,10,0.9974,0.00170522467,0.87911,7,18.27
100,1.4698492462311559,20.0,-1.96018973,0.00215019051,76.9731272,0.155197487,769.733618,1.55161077,192.100584,0.403612404,2781301355,None,36,100000,1000000,10,0.99714,0.00185316445,0.86109,6,18.2
100,1.4849246231155777,20.0,-1.96120681,0.00214056676,77.0727875,0.153013017,770.729743,1.53037311,192.373196,0.397086871,2781301355,None,36,100000,1000000,10,0.99732,0.00173137548,0.84339,6,17.31
100,1.5,20.0,-1.96346239,0.00210843973,77.2471681,0.147649149,772.476711,1.47631043,192.83356,0.382601415,2781301355,None,36,100000,1000000,10,0.99746,0.00131510899,0.82023,6,16.99
100,-1.5,20.0,1.96399637,0.00158200447,77.2481763,0.108900669,772.480294,1.08945397,192.836069,0.281969732,4206712692,None,17,100000,1000000,10,0.99976,0.000101046731,0.76265,6,9.53
100,-1.484924623115578,20.0,1.96119801,0.00159602085,77.0658176,0.112002332,770.656676,1.12042287,192.357525,0.290582936,4206712692,None,17,100000,1000000,10,0.99984,7.95166119e-05,0.78286,6,9.66
100,-1.4698492462311559,20.0,1.95735981,0.001773232,76.8302952,0.121453768,768.302366,1.21463085,191.741878,0.314962996,4206712692,None,17,100000,1000000,10,0.99982,9.11241705e-05,0.81398,6,10.01
100,-1.4547738693467336,20.0,1.95559377,0.00190897679,76.6842394,0.130187051,766.842979,1.30172587,191.350434,0.337830591,4206712692,None,17,100000,1000000,10,0.99974,0.000102819685,0.8332,6,10.12
100,-1.4396984924623115,20.0,1.95256745,0.00207936542,76.4488731,0.144018642,764.491108,1.44004612,190.725309,0.373993883,4206712692,None,17,100000,1000000,10,0.99976,9.27578356e-05,0.87109,8,10.76
100,-1.4246231155778895,20.0,1.95028091,0.0022075878,76.2566072,0.152222098,762.564362,1.52199356,190.210402,0.395639484,4206712692,None,17,100000,1000000,10,0.9998,9.31380631e-05,0.89673,8,10.99
100,-1.4095477386934674,20.0,1.94612659,0.00223607573,75.9921142,0.156377683,759.91914,1.56361177,189.512331,0.407147058,4206712692,None,17,100000,1000000,10,0.9998,9.31380631e-05,0.92253,8,11.32
100,-1.3944723618090453,20.0,1.94239057,0.00263157962,75.7596372,0.175007624,757.596726,1.75004186,188.895106,0.454822902,4206712692,None,17,100000,1000000,10,0.99984,7.42945403e-05,0.93752,8,11.49
100,-1.379396984924623,20.0,1.93933049,0.0028774278,75.5111793,0.189385997,755.112156,1.89381485,188.225956,0.492455408,4206712692,None,17,100000,1000000,10,0.99976,0.00010494596,0.96619,8,11.72
100,-1.364321608040201,20.0,1.93166607,0.00304329599,75.0033486,0.205274049,750.035668,2.05287315,186.885697,0.534698474,4206712692,None,17,100000,1000000,10,0.99972,0.000108320512,1.02565,8,12.09
100,-1.349246231155779,20.0,1.92666304,0.00331602405,74.62182,0.221841708,746.220325,2.21855772,185.863295,0.5780271,4206712692,None,17,100000,1000000,10,0.99982,8.18363535e-05,1.07351,8,12.45
100,-1.3341708542713568,20.0,1.91811542,0.00374645921,74.0961864,0.246874942,740.95989,2.46914035,184.47769,0.642822026,4206712692,None,17,100000,1000000,10,0.99976,8.83221558e-05,1.1252,8,13.12
100,-1.3190954773869348,20.0,1.91783019,0.00330845729,73.9969972,0.217056261,739.974313,2.16959868,184.16827,0.567226724,4206712692,None,17,100000,1000000,10,0.99974,0.0001139365,1.10775,8,12.69
100,-1.3040201005025125,20.0,1.90970754,0.00351537436,73.4557578,0.230847484,734.558324,2.30835175,182.723238,0.603379873,4206712692,None,17,100000,1000000,10,0.99974,0.000106654116,1.16143,8,13.16
100,-1.2889447236180904,20.0,1.90001853,0.003606127,72.8362962,0.237805505,728.365468,2.37759903,181.072387,0.622013434,4206712692,None,17,100000,1000000,10,0.99974,9.46861228e-05,1.21167,8,13.72
100,-1.2738693467336684,20.0,1.89113682,0.00362862943,72.1585442,0.240839358,721.587286,2.40802386,179.242984,0.630005407,4206712692,None,17,100000,1000000,10,0.99972,0.00012225459,1.28901,8,14.64
100,-1.2587939698492463,20.0,1.878215,0.003926494,71.3567965,0.256167622,713.567228,2.56155899,177.095788,0.671245818,4206712692,None,17,100000,1000000,10,0.99984,7.95166119e-05,1.33882,8,15.01
100,-1.2437185929648242,20.0,1.86406478,0.00427993208,70.4215807,0.280978154,704.210784,2.81038152,174.591597,0.736491822,4206712692,None,17,100000,1000000,10,0.99978,0.000114274383,1.42658,8,16.13
100,-1.228643216080402,20.0,1.85388428,0.00445184118,69.7209321,0.287807866,697.215331,2.87832086,172.672815,0.754683176,4206712692,None,17,100000,1000000,10,0.99942,0.000353772554,1.46082,8,16.35
100,-1.2135678391959799,20.0,1.83279839,0.00468057657,68.4495183,0.296480866,684.499832,2.96490658,169.280415,0.77636436,4206712692,None,17,100000,1000000,10,0.99954,0.000275421546,1.55015,8,17.22
100,-1.1984924623115578,20.0,1.81478525,0.00526866046,67.2655367,0.331396375,672.656859,3.31477978,166.089059,0.866923927,4206712692,None,17,100000,1000000,10,0.99942,0.00035716195,1.64108,10,17.98
100,-1.1834170854271358,20.0,1.79069401,0.00574618277,65.7423422,0.35565495,657.423293,3.55600717,161.993222,0.929495692,4206712692,None,17,100000,1000000,10,0.99956,0.000258248658,1.74869,8,18.99
100,-1.1683417085427137,20.0,1.7534597,0.0064339817,63.6366479,0.399883115,636.370233,3.99875298,156.412939,1.04449305,4206712692,None,17,100000,1000000,10,0.99946,0.00029458568,1.88584,10,19.72
100,-1.1532663316582914,20.0,1.7358397,0.00624780971,62.5050123,0.383280892,625.051083,3.83261989,153.286351,1.00288535,4206712692,None,17,100000,1000000,10,0.99936,0.000312975101,1.89574,8,19.71
100,-1.1381909547738693,20.0,1.69406255,0.00662261217,60.0869866,0.395461778,600.875763,3.95441077,146.838648,1.03174133,4206712692,None,17,100000,1000000,10,0.99964,0.000210854067,2.04286,10,21.13
100,-1.1231155778894473,20.0,1.64409009,0.00685630274,57.2762712,0.406541189,572.757745,4.06619109,139.357836,1.05945635,4206712692,None,17,100000,1000000,10,0.99978,7.63525957e-05,2.17976,10,22.21
100,-1.1080402010050252,20.0,1.58569333,0.00705938738,54.1099876,0.410371396,541.099475,4.10367045,130.996514,1.06420941,4206712692,None,17,100000,1000000,10,0.99984,7.42945403e-05,2.35066,10,24.01
100,-1.0929648241206031,20.0,1.52670307,0.00677480196,51.0010308,0.397292142,510.006243,3.97333839,122.775497,1.03069289,4206712692,None,17,100000,1000000,10,0.99876,0.000899938418,2.44909,10,24.62
100,-1.0778894472361809,20.0,1.45299789,0.00710172844,47.2773714,0.401295303,472.768648,4.01401966,113.02049,1.03260274,4206712692,None,17,100000,1000000,10,0.99952,0.000329107348,2.59651,10,23.48
100,-1.0628140703517588,20.0,1.37014858,0.00695189345,43.3261565,0.385528004,433.259579,3.85542085,102.750224,0.992513353,4206712692,None,17,100000,1000000,10,0.99802,0.00102062978,2.71664,10,24.95
100,-1.0477386934673367,20.0,1.27765686,0.00622354123,39.0778225,0.324302729,390.770805,3.24331335,91.8070065,0.825533132,4206712692,None,17,100000,1000000,10,0.99972,0.00016911772,2.78788,10,25.15
100,-1.0326633165829147,20.0,1.18101298,0.00609449311,34.9475824,0.291728641,349.47785,2.91797305,81.2051659,0.738320832,4206712692,None,17,100000,1000000,10,0.99942,0.000231665872,2.75226,10,24.74
100,-1.0175879396984926,20.0,1.06820348,0.005518507,30.3291762,0.238364855,303.305931,2.38345168,69.5227921,0.600837116,4206712692,None,17,100000,1000000,10,0.99862,0.000894417313,2.74864,10,24.3
100,-1.0025125628140703,20.0,0.947096107,0.00612952759,25.4967417,0.198376482,254.971117,1.98419752,57.548678,0.490678601,4206712692,None,17,100000,1000000,10,0.99796,0.00109404816,2.82568,11,25.1
100,-0.9874371859296482,20.0,0.839076233,0.00600093756,21.1890205,0.160009244,211.88026,1.59977163,46.8509437,0.379222575,4206712692,None,17,100000,1000000,10,0.99964,0.000234310061,2.88613,10,25.38
100,-0.9723618090452262,20.0,0.716590557,0.00820652787,17.1897289,0.184044158,171.891859,1.84092995,37.2290245,0.41078094,4206712692,None,17,100000,1000000,10,0.99902,0.000442426678,2.65617,12,24.77
