n,lam,beta,<rot_H1>,<-err,\int_0^{beta} \dtau <rot_H1(tau)rot_H1>,<--std,\int_0^{beta} \dtau tau <rot_H1(tau)rot_H1>,<--std,\int_0^{beta/2} \dtau tau <rot_H1(tau)rot_H1>,<--std,rng,eps,l,Tsteps,steps,stepsPerMeasurement,<sign>,<--std,<q>,qmax,time(s)
2,1.0,5.0,-0.7108,0.00309330148,6.614802,0.0287551624,16.5369849,0.0718884695,4.05653713,0.0178633684,3415748027,None,0,100000,1000000,10,1,0,0.33016,6,1.79
100,1.0,5.0,-0.694761962,0.0124236462,6.49694709,0.125032351,16.2238244,0.311445813,3.99340804,0.0782668089,3415748027,None,108,100000,1000000,10,0.9081,0.0119559583,1.01754,12,94.51
2,1.0,5.0,-0.71338,0.00330939735,6.62886124,0.0303419023,16.5721732,0.0758554741,4.06303991,0.0187920638,2556728122,None,0,100000,1000000,10,1,0,0.3369,6,1.79
100,1.0,5.0,-0.733155836,0.0125338466,6.75228362,0.113465145,16.8875857,0.283798531,4.1275416,0.0707064424,2556728122,None,171,100000,1000000,10,0.92896,0.00565966437,0.76599,10,90.77
2,1.0,5.0,-0.71638,0.00313958762,6.67501172,0.0286514453,16.6875293,0.0716286133,4.09494158,0.0177296618,1943401384,None,0,100000,1000000,10,1,0,0.31632,6,1.76
100,1.0,5.0,-0.730066422,0.0192769753,6.83096978,0.201880043,17.0797986,0.504682687,4.19310496,0.126136147,1943401384,None,50,100000,1000000,10,0.90706,0.0140080379,1.06439,11,32.57
2,1.0,5.0,-0.7083,0.00302652929,6.59789534,0.0281962306,16.4947384,0.0704917342,4.04738492,0.0175438707,1376792554,None,0,100000,1000000,10,1,0,0.32568,6,1.76
100,1.0,5.0,-0.716693928,0.0113277786,6.68124886,0.118922693,16.7021096,0.297688558,4.09950861,0.0748800813,1376792554,None,152,100000,1000000,10,0.98036,0.00517270811,0.50329,8,58.89
2,1.0,5.0,-0.71184,0.00314879616,6.63407575,0.0283961987,16.5851894,0.0709904967,4.07025168,0.0175296366,3742337845,None,0,100000,1000000,10,1,0,0.32262,6,1.78
100,1.0,5.0,-0.694370291,0.012945487,6.46799986,0.122508199,16.1687161,0.306354084,3.9681627,0.07628508,3742337845,None,46,100000,1000000,10,0.9749,0.00268738687,0.47896,9,24.16
2,1.0,5.0,-0.70982,0.00287355174,6.61419317,0.0271701894,16.5354829,0.0679254736,4.05759303,0.0169585524,1059681274,None,0,100000,1000000,10,1,0,0.32074,6,1.78
100,1.0,5.0,-0.703757422,0.013841127,6.63544535,0.138462476,16.5860501,0.346015765,4.08343341,0.0870653164,1059681274,None,161,100000,1000000,10,0.9927,0.00170236075,0.40163,7,44.33
2,1.0,5.0,-0.70958,0.00344755521,6.61581004,0.031471662,16.5395251,0.078679155,4.05946389,0.0194293129,589891671,None,0,100000,1000000,10,1,0,0.31728,6,1.77
100,1.0,5.0,-0.721073599,0.0153055302,6.77182895,0.150774468,16.9300135,0.376955023,4.16016473,0.0944425312,589891671,None,170,100000,1000000,10,0.9973,0.000490921599,0.34247,5,42.69
2,1.0,5.0,-0.71356,0.00303892181,6.63545586,0.029276676,16.5886397,0.0731905416,4.0679005,0.0183811665,1015707617,None,0,100000,1000000,10,1,0,0.33808,6,1.82
100,1.0,5.0,-0.701921044,0.0168703211,6.56680062,0.17006608,16.4130716,0.42477034,4.03043296,0.105666097,1015707617,None,89,100000,1000000,10,0.88424,0.0144849766,1.36356,15,156.2
2,1.0,5.0,-0.71036,0.0031369481,6.6185121,0.029618152,16.5463003,0.074046166,4.06041014,0.0184726411,2834120170,None,0,100000,1000000,10,1,0,0.32166,6,1.78
100,1.0,5.0,-0.714955636,0.0116501037,6.66114708,0.10652526,16.6529093,0.266310858,4.08444968,0.0669066505,2834120170,None,83,100000,1000000,10,0.99956,0.000136013229,0.33392,4,8.93
2,1.0,5.0,-0.71252,0.00299614853,6.64930456,0.0278005523,16.6232413,0.0695012855,4.08064185,0.0172828494,3978301935,None,0,100000,1000000,10,1,0,0.32274,6,1.67
100,1.0,5.0,-0.722759658,0.0124721191,6.78505406,0.11838316,16.9589028,0.295998626,4.17208952,0.0745827658,3978301935,None,173,100000,1000000,10,0.995,0.000986250862,0.33971,6,44.83
2,1.0,5.0,-0.71146,0.00303312926,6.62363477,0.0284211422,16.559107,0.0710524808,4.06240375,0.0176579723,2457553573,None,0,100000,1000000,10,1,0,0.3264,6,1.77
100,1.0,5.0,-0.708090978,0.0134074588,6.66935333,0.134343779,16.6721405,0.335854948,4.10250348,0.0838924635,2457553573,None,29,100000,1000000,10,0.9891,0.0035494725,0.42286,7,8.29
2,1.0,5.0,-0.7113,0.00308995652,6.62070177,0.0282668321,16.5517143,0.0706662284,4.06081429,0.0175103798,1054649413,None,0,100000,1000000,10,1,0,0.31954,6,1.77
100,1.0,5.0,-0.707867502,0.0125669702,6.6823233,0.116865114,16.6999956,0.291025255,4.11449609,0.0724575402,1054649413,None,131,100000,1000000,10,0.84342,0.0164775134,0.97093,14,147.83
2,1.0,5.0,-0.71112,0.00311824892,6.60547953,0.0290611293,16.5136788,0.0726527795,4.04892977,0.0181090482,3736065955,None,0,100000,1000000,10,1,0,0.33806,6,1.79
100,1.0,5.0,-0.703620795,0.0121484627,6.61542739,0.11641638,16.5416027,0.291249139,4.07011537,0.0728622481,3736065955,None,91,100000,1000000,10,0.99678,0.000581963164,0.30795,6,28.72
2,1.0,5.0,-0.7114,0.00307799549,6.62120263,0.0286608988,16.5530066,0.0716522469,4.06043394,0.0178217676,1924539507,None,0,100000,1000000,10,1,0,0.32694,6,1.8
100,1.0,5.0,-0.70180294,0.0128165812,6.4692988,0.11514105,16.1730003,0.287848042,3.96637171,0.0720942746,1924539507,None,133,100000,1000000,10,0.99012,0.00337507138,0.43263,6,49.32
2,1.0,5.0,-0.70848,0.00312284599,6.60516019,0.0288098003,16.5129406,0.072022988,4.05257512,0.0179216154,1066740066,None,0,100000,1000000,10,1,0,0.32172,8,1.77
100,1.0,5.0,-6.35431054,2.53389368,47.4670318,66.4865358,87.9912945,173.141575,61.7727005,40.5659575,1066740066,None,29,100000,1000000,10,-0.00274,0.00366311935,19.12244,34,3462.13
2,1.0,5.0,-0.70982,0.00316143148,6.61609626,0.028414408,16.5402206,0.0710338127,4.05937376,0.0174887619,4190091642,None,0,100000,1000000,10,1,0,0.32056,6,1.77
100,1.0,5.0,-0.744149246,0.0271868094,6.98872344,0.286745457,17.4688466,0.71693853,4.295047,0.179134672,4190091642,None,70,100000,1000000,10,0.7999,0.0203011355,1.97474,14,208.44
2,1.0,5.0,-0.71006,0.00279607901,6.61652762,0.0264569105,16.541299,0.0661447383,4.0590283,0.0164797951,4106875694,None,0,100000,1000000,10,1,0,0.32226,6,1.73
100,1.0,5.0,-0.701595928,0.014721385,6.55286662,0.148896822,16.3868184,0.371719231,4.01979548,0.0926910999,4106875694,None,120,100000,1000000,10,0.8388,0.0163387779,1.63114,18,241.04
2,1.0,5.0,-0.70426,0.00313469534,6.57216447,0.027950554,16.4303911,0.069877762,4.03328609,0.0172101157,4206712692,None,0,100000,1000000,10,1,0,0.31794,6,1.77
100,1.0,5.0,-0.708464999,0.0101626201,6.60626473,0.0958774288,16.5153683,0.239722639,4.05285557,0.0601627209,4206712692,None,17,100000,1000000,10,0.9998,0.00010139588,0.33906,6,4.08
2,1.0,5.0,-0.70974,0.0029918446,6.60829738,0.0272802975,16.5206832,0.0682001776,4.05277354,0.0168739351,3966559838,None,0,100000,1000000,10,1,0,0.32516,6,1.76
100,1.0,5.0,-0.682830583,0.0138036975,6.32509385,0.134559052,15.813158,0.336353158,3.88672127,0.0840862314,3966559838,None,195,100000,1000000,10,0.92496,0.0118763033,0.93023,12,115.86
2,1.0,5.0,-0.71376,0.00302071988,6.64043549,0.0279594317,16.6010363,0.0698957293,4.07209136,0.0173511507,2781301355,None,0,100000,1000000,10,1,0,0.33368,6,1.79
100,1.0,5.0,-0.713614116,0.0108350257,6.67718873,0.098661084,16.6928466,0.246637624,4.09972782,0.0612870819,2781301355,None,36,100000,1000000,10,0.99988,6.2914489e-05,0.2996,4,4.82
2,1.0,5.0,-0.71304,0.00316542466,6.63339529,0.0303439645,16.5834882,0.0758599111,4.06740319,0.0190000782,310751418,None,0,100000,1000000,10,1,0,0.32836,6,1.8
100,1.0,5.0,-0.72817615,0.0147982027,6.79519643,0.15156492,16.9964998,0.37940148,4.16947813,0.0945968193,310751418,None,143,100000,1000000,10,0.87202,0.0152895769,1.22554,14,174.13
2,1.0,5.0,-0.70534,0.00284031816,6.57559824,0.0269039364,16.4390234,0.0672549851,4.03376726,0.0167840672,1957216706,None,0,100000,1000000,10,1,0,0.32652,6,1.79
100,1.0,5.0,-0.722236815,0.0252462451,6.76282315,0.275101351,16.8893536,0.686721771,4.14306023,0.171575515,1957216706,None,43,100000,1000000,10,0.70622,0.024187372,3.13806,19,182.94
2,1.0,5.0,-0.70524,0.00324807166,6.57473475,0.0299856573,16.436877,0.0749672598,4.03382426,0.0186088488,3153889764,None,0,100000,1000000,10,1,0,0.31904,6,1.75
100,1.0,5.0,-0.714859056,0.0143169094,6.59546683,0.134780762,16.5015459,0.336961767,4.03142321,0.0834718679,3153889764,None,72,100000,1000000,10,0.96538,0.00574769226,0.65866,8,45.19
2,1.0,5.0,-0.71032,0.00321860655,6.60880527,0.030718585,16.521973,0.0767921116,4.05290883,0.0192257792,3114679332,None,0,100000,1000000,10,1,0,0.33136,6,1.77
100,1.0,5.0,-0.70670402,0.0129180604,6.61901203,0.116248284,16.5478817,0.290958938,4.0631981,0.0708615262,3114679332,None,83,100000,1000000,10,0.99772,0.00110566558,0.3565,7,12.35
2,1.0,5.0,-0.70536,0.00307109232,6.56610099,0.0276662333,16.4152726,0.0691658755,4.02703828,0.0170739811,532428812,None,0,100000,1000000,10,1,0,0.3348,6,1.78
100,1.0,5.0,-0.673622206,0.021125184,6.35460132,0.188915929,15.9298731,0.466035143,3.89083253,0.118538144,532428812,None,110,100000,1000000,10,0.73106,0.0192210745,2.23049,16,298.59
2,1.0,5.0,-0.71372,0.0031116839,6.65045495,0.0287061953,16.6261173,0.0717639902,4.07972114,0.0178255892,1067073608,None,0,100000,1000000,10,1,0,0.31908,6,1.72
100,1.0,5.0,-0.690118608,0.0203584912,6.45777179,0.212506263,16.1440474,0.531116925,3.97333973,0.132687087,1067073608,None,85,100000,1000000,10,0.86396,0.0179989645,1.47121,14,84.73
2,1.0,5.0,-0.71374,0.00307986882,6.63992567,0.0286198754,16.5998142,0.0715509786,4.07158778,0.0177531777,3333709682,None,0,100000,1000000,10,1,0,0.32928,8,1.72
100,1.0,5.0,-0.712591202,0.0111671256,6.72266422,0.108152227,16.8082607,0.270382087,4.13610003,0.0678293892,3333709682,None,111,100000,1000000,10,0.99468,0.00113381327,0.35206,7,35.52
2,1.0,5.0,-0.70822,0.00329983059,6.59929939,0.030768798,16.4982284,0.0769233435,4.04784041,0.0190458176,2285602057,None,0,100000,1000000,10,1,0,0.3234,6,1.71
100,1.0,5.0,-0.722645227,0.0192995514,6.7587695,0.199356221,16.8956998,0.498299993,4.14811386,0.124157957,2285602057,None,86,100000,1000000,10,0.91932,0.0126226573,0.96676,12,81.26
2,1.0,5.0,-0.70996,0.00300227384,6.61547686,0.0275754743,16.5386921,0.0689386857,4.05818484,0.01711785,3105502193,None,0,100000,1000000,10,1,0,0.3253,6,1.72
100,1.0,5.0,-0.702169722,0.0136815145,6.56235728,0.128095965,16.4071885,0.320282521,4.03137728,0.0792129523,3105502193,None,128,100000,1000000,10,0.9892,0.00277391753,0.42744,8,47.01
2,1.0,5.0,-0.70876,0.00308478739,6.60312726,0.0282758737,16.507758,0.0706884831,4.05057907,0.0175433931,3623364247,None,0,100000,1000000,10,1,0,0.3258,6,1.7
100,1.0,5.0,-0.730513866,0.011894888,6.78773479,0.123538166,16.9702944,0.308602629,4.15659284,0.0774294568,3623364247,None,198,100000,1000000,10,0.96522,0.00696314209,0.62697,10,75.01
2,1.0,5.0,-0.71348,0.00310711685,6.63403712,0.0290603137,16.5851129,0.0726531063,4.06753448,0.0181072734,440895945,None,0,100000,1000000,10,1,0,0.32934,6,1.64
100,1.0,5.0,-0.712259853,0.0134458588,6.67324997,0.12948366,16.6784697,0.325584288,4.09616572,0.0795456224,440895945,None,41,100000,1000000,10,0.712,0.0205967791,2.49603,16,183.22
2,1.0,5.0,-0.70772,0.00297823537,6.58524492,0.0275804146,16.4630722,0.0689527047,4.03847536,0.0171399828,414461690,None,0,100000,1000000,10,1,0,0.32262,6,1.67
100,1.0,5.0,-0.699689241,0.0119522583,6.50411261,0.109852599,16.2621544,0.274486876,3.98627684,0.0689681793,414461690,None,201,100000,1000000,10,0.9818,0.00421936633,0.52441,9,63.65
2,1.0,5.0,-0.70458,0.00307465582,6.55012521,0.0281042006,16.375313,0.0702605015,4.01590851,0.0174192901,1939027982,None,0,100000,1000000,10,1,0,0.32618,6,1.69
100,1.0,5.0,-0.713153627,0.0106963223,6.64270283,0.0946064415,16.6065396,0.236494484,4.07685664,0.0589289134,1939027982,None,63,100000,1000000,10,0.99834,0.000539017401,0.33671,6,18.98
